ES.ID,Study,Year,Category,Sub_category,Response,same_trt,experiment,Ctrl-shared_YN,Shared-Control,LaterDiet,TrtFood,TrtResponse,TrtSE,TrtSD,CtrlFood,CtrlResponse,CtrlSE,CtrlSD,nTrt,nCtrl,Species,Sp_group,age_treated,sex,Trt_magnitude,Trt_duration,Recovery,LoH
196,Hellriegel & Blanckenhorn 2002,2002,Reproduction,mating,Testis length (mm) - 24 deg C,af,vv,N,NA,Drosophila melanogaster,low larval food,1.56,,0.13,high larval food,1.65,,0.15,18,20,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.7,higher
197,Hellriegel & Blanckenhorn 2002,2002,Reproduction,mating,Testis length (mm) - 18 deg C,ae,uu,N,NA,Drosophila melanogaster,low larval food,1.69,,0.13,high larval food,1.89,,0.15,21,20,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.5,higher
198,Hellriegel & Blanckenhorn 2002,2002,Reproduction,mating,Testis length (mm) - 12 deg C,ad,tt,N,NA,Drosophila melanogaster,low larval food,1.77,,0.15,high larval food,1.98,,0.15,15,17,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.259259259,higher
199,Hellriegel & Blanckenhorn 2002,2002,Condition,size_growth,Tibia length (mm) - 24 deg C,af,vv,N,NA,Drosophila melanogaster,low larval food,2.97,,0.32,high larval food,3.44,,0.28,18,20,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.7,higher
200,Hellriegel & Blanckenhorn 2002,2002,Condition,size_growth,Tibia length (mm) - 18 deg C,ae,uu,N,NA,Drosophila melanogaster,low larval food,3.07,,0.23,high larval food,3.62,,0.15,21,20,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.5,higher
201,Hellriegel & Blanckenhorn 2002,2002,Condition,size_growth,Tibia length (mm) - 12 deg C,ad,tt,N,NA,Drosophila melanogaster,low larval food,3.07,,0.34,high larval food,3.66,,0.14,15,17,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.259259259,higher
202,Hellriegel & Blanckenhorn 2002,2002,Condition,size_growth,Tibia length (mm) - 23 deg C,ac,ss,N,NA,Drosophila melanogaster,low larval food,3.67,,0.11,high larval food,3.78,,0.1,15,17,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.666666667,higher
203,Hellriegel & Blanckenhorn 2002,2002,Condition,size_growth,Tibia length (mm) - 15 deg C,ab,rr,N,NA,Drosophila melanogaster,low larval food,3.84,,0.11,high larval food,3.95,,0.07,12,14,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.35,higher
204,Hellriegel & Blanckenhorn 2002,2002,Reproduction,mating,Sperm length (?m) - 15 deg C,ab,rr,N,NA,Drosophila melanogaster,low larval food,204.1,,3.94,high larval food,205,,3.51,12,14,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.35,higher
205,Hellriegel & Blanckenhorn 2002,2002,Reproduction,mating,Sperm length (?m) - 23 deg C,ac,ss,N,NA,Drosophila melanogaster,low larval food,206.79,,6.87,high larval food,207.71,,4.13,14,17,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.666666667,higher
206,Hellriegel & Blanckenhorn 2002,2002,Reproduction,mating,Sperm length (?m) - 12 deg C,ad,tt,N,NA,Drosophila melanogaster,low larval food,209.83,,3.4,high larval food,209.31,,4.44,15,17,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.259259259,higher
207,Hellriegel & Blanckenhorn 2002,2002,Reproduction,mating,Sperm length (?m) - 24 deg C,af,vv,N,NA,Drosophila melanogaster,low larval food,210.08,,4.23,high larval food,211.16,,4.95,18,20,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.7,higher
208,Hellriegel & Blanckenhorn 2002,2002,Reproduction,mating,Sperm length (?m) - 18 deg C,ae,uu,N,NA,Drosophila melanogaster,low larval food,210.49,,5.16,high larval food,212.76,,3.3,21,20,Scathophaga.stercoraria,Insect,youngest,Male,0.5,1,0.5,higher
209,Kim & Lim 2014,2014,Condition,size_growth,Fm. Adult tibia length (mm),ooo,ww,Y,Q,soybeans + barley seeds,1st instar soybean deprived,5.1,0.04,0.174355958,fed soybeans,5.2,0.02,0.091651514,19,21,Riptortus.pedestris,Insect,youngest,Female,NA,0.12,0.921052632,higher
210,Kim & Lim 2014,2014,Condition,size_growth,Fm. Adult tibia length (mm),ppp,ww,Y,Q,soybeans + barley seeds,1-2nd instar soybean deprived,5.3,0.08,0.252982213,fed soybeans,5.2,0.02,0.091651514,10,21,Riptortus.pedestris,Insect,youngest,Female,NA,0.44,0.725,higher
211,Kim & Lim 2014,2014,Condition,size_growth,Fm. Adult tibia length (mm),qqq,ww,Y,Q,soybeans + barley seeds,1-3rd instar soybean deprived,5,0.04,0.126491106,fed soybeans,5.2,0.02,0.091651514,10,21,Riptortus.pedestris,Insect,youngest,Female,NA,0.72,0.608695652,higher
212,Kim & Lim 2014,2014,Condition,size_growth,Fm. Adult tibia length (mm),rrr,ww,Y,Q,soybeans + barley seeds,1-4th instar soybean deprived,4.7,0.13,0.225166605,fed soybeans,5.2,0.02,0.091651514,3,21,Riptortus.pedestris,Insect,youngest,Female,NA,1,0.470588235,higher
213,Kim & Lim 2014,2014,Condition,size_growth,Ma. Adult tibia length (mm),ooo,ww,Y,R,soybeans + barley seeds,1st instar soybean deprived,5.8,0.06,0.274954542,fed soybeans,5.9,0.06,0.3,21,25,Riptortus.pedestris,Insect,youngest,Male,NA,0.12,0.921052632,higher
214,Kim & Lim 2014,2014,Condition,size_growth,Ma. Adult tibia length (mm),ppp,ww,Y,R,soybeans + barley seeds,1-2nd instar soybean deprived,6.1,0.06,0.18973666,fed soybeans,5.9,0.06,0.3,10,25,Riptortus.pedestris,Insect,youngest,Male,NA,0.44,0.725,higher
215,Kim & Lim 2014,2014,Condition,size_growth,Ma. Adult tibia length (mm),qqq,ww,Y,R,soybeans + barley seeds,1-3rd instar soybean deprived,5.6,0.07,0.221359436,fed soybeans,5.9,0.06,0.3,10,25,Riptortus.pedestris,Insect,youngest,Male,NA,0.72,0.608695652,higher
216,Kim & Lim 2014,2014,Condition,size_growth,Ma. Adult tibia length (mm),rrr,ww,Y,R,soybeans + barley seeds,1-4th instar soybean deprived,5.4,0.2,0.447213595,fed soybeans,5.9,0.06,0.3,5,25,Riptortus.pedestris,Insect,youngest,Male,NA,1,0.470588235,higher
217,Kim & Lim 2014,2014,Reproduction,egg_offspring_quantity,Preoviposition period (days),ooo,ww,Y,S,soybeans + barley seeds,1st instar soybean deprived,7.2,0.4,1.44222051,fed soybeans,6.6,0.3,1.407124728,13,22,Riptortus.pedestris,Insect,youngest,Female,NA,0.12,0.90625,lower
218,Kim & Lim 2014,2014,Reproduction,egg_offspring_quantity,Preoviposition period (days),ppp,ww,Y,S,soybeans + barley seeds,1-2nd instar soybean deprived,5.7,0.3,0.994987437,fed soybeans,6.6,0.3,1.407124728,11,22,Riptortus.pedestris,Insect,youngest,Female,NA,0.44,0.676470588,lower
219,Kim & Lim 2014,2014,Reproduction,egg_offspring_quantity,Preoviposition period (days),qqq,ww,Y,S,soybeans + barley seeds,1-3rd instar soybean deprived,7.7,0.7,2.213594362,fed soybeans,6.6,0.3,1.407124728,10,22,Riptortus.pedestris,Insect,youngest,Female,NA,0.72,0.55,lower
220,Kim & Lim 2014,2014,Reproduction,egg_offspring_quantity,Preoviposition period (days),rrr,ww,Y,S,soybeans + barley seeds,1-4th instar soybean deprived,7.6,0.6,1.587450787,fed soybeans,6.6,0.3,1.407124728,7,22,Riptortus.pedestris,Insect,youngest,Female,NA,1,0.4,lower
221,Kim & Lim 2014,2014,Reproduction,egg_offspring_quantity,6-day fecundity,ooo,ww,Y,T,soybeans + barley seeds,1st instar soybean deprived,34.9,2,7.211102551,fed soybeans,29.4,2.5,11.7260394,13,22,Riptortus.pedestris,Insect,youngest,Female,NA,0.12,0.921052632,higher
222,Kim & Lim 2014,2014,Reproduction,egg_offspring_quantity,6-day fecundity,ppp,ww,Y,T,soybeans + barley seeds,1-2nd instar soybean deprived,41,2.3,7.628237018,fed soybeans,29.4,2.5,11.7260394,11,22,Riptortus.pedestris,Insect,youngest,Female,NA,0.44,0.725,higher
223,Kim & Lim 2014,2014,Reproduction,egg_offspring_quantity,6-day fecundity,qqq,ww,Y,T,soybeans + barley seeds,1-3rd instar soybean deprived,36.6,4.4,13.9140217,fed soybeans,29.4,2.5,11.7260394,10,22,Riptortus.pedestris,Insect,youngest,Female,NA,0.72,0.608695652,higher
224,Kim & Lim 2014,2014,Reproduction,egg_offspring_quantity,6-day fecundity,rrr,ww,Y,T,soybeans + barley seeds,1-4th instar soybean deprived,36.1,3.2,8.466404195,fed soybeans,29.4,2.5,11.7260394,7,22,Riptortus.pedestris,Insect,youngest,Female,NA,1,0.470588235,higher
225,Kotrschal et al 2014,2014,Condition,size_growth,Adult body size (mm),sss,xx,Y,U,12% body weight ration,SLH8,78.085,2.021,5.3470634,NHH,74.362,0.532,2.962050641,7,31,Simochromis.pleurospilus,Fish,juvenile,Mixed,0.333333333,0.266666667,0.919191919,higher
226,Kotrschal et al 2014,2014,Condition,size_growth,Adult body size (mm),ttt,xx,Y,U,12% body weight ration,SLH16,74.255,0.745,2.355896857,NHH,74.362,0.532,2.962050641,10,31,Simochromis.pleurospilus,Fish,juvenile,Mixed,0.333333333,0.533333333,0.838383838,higher
227,Kotrschal et al 2014,2014,Condition,size_growth,Adult body size (mm),uuu,xx,Y,U,12% body weight ration,NLL,74.9,0.9,4.409081537,NHH,74.362,0.532,2.962050641,24,31,Simochromis.pleurospilus,Fish,juvenile,Mixed,0.333333333,1,0.696969697,higher
228,Kotrschal et al 2014,2014,Condition,size_growth,Adult body size (mm),vvv,xx,Y,U,12% body weight ration,SHL8,77.1,1.1,2.459674775,NHH,74.362,0.532,2.962050641,5,31,Simochromis.pleurospilus,Fish,juvenile,Mixed,0.333333333,0.733333333,0.696969697,higher
229,Kotrschal et al 2014,2014,Condition,size_growth,Adult body size (mm),www,xx,Y,U,12% body weight ration,SHL16,75,2.4,7.2,NHH,74.362,0.532,2.962050641,9,31,Simochromis.pleurospilus,Fish,juvenile,Mixed,0.333333333,0.466666667,0.696969697,higher
230,Krause et al 2009,2009,Condition,stress_tolerance,Relative body mass loss when reexposed to food deprivation for 3 hours,xxx,yy,Y,V,"High quality until day 35, then intermediate)",LH,0.031,0.006,0.018973666,HH,0.014,0.004,0.012649111,10,10,Taeniopygia.guttata,Bird,youngest,Female,NA,0.428571429,0.968864469,lower
231,Krause et al 2009,2009,Condition,stress_tolerance,Relative body mass loss when reexposed to food deprivation for 3 hours,yyy,yy,Y,V,"High quality until day 35, then intermediate)",HL,0.026,0.003,0.009486833,HH,0.014,0.004,0.012649111,10,10,Taeniopygia.guttata,Bird,juvenile,Female,NA,0.514285714,0.935897436,lower
232,Krause et al 2009,2009,Condition,size_growth,Body mass prior to fasting,xxx,yy,Y,W,Intermediate,LH,11.25,0.38,1.201665511,HH,12.45,0.41,1.296533841,10,10,Taeniopygia.guttata,Bird,youngest,Female,NA,0.428571429,0.968864469,higher
233,Krause et al 2009,2009,Condition,size_growth,Body mass prior to fasting,yyy,yy,Y,W,Intermediate,HL,11.95,0.29,0.917060521,HH,12.45,0.41,1.296533841,10,10,Taeniopygia.guttata,Bird,juvenile,Female,NA,0.514285714,0.935897436,higher
234,Kriengwatana & MacDougall-Shackleton 2015,2015,Condition,body_composition,Juvenile body fat (g),zzz,zz,N,NA,Higher amounts & better ratios of same food,LH,0.988,,0.088,HH,0.995,,0.063,3,3,Taeniopygia.guttata,Bird,youngest,Mixed,0.72,0.6,0.363636364,higher
235,Kriengwatana & MacDougall-Shackleton 2015,2015,Condition,body_composition,Juvenile lean mass (g),zzz,zz,N,NA,Higher amounts & better ratios of same food,LH,10.114,,0.19,HH,10.864,,0.491,3,3,Taeniopygia.guttata,Bird,youngest,Mixed,0.72,0.6,0.363636364,higher
236,Laurel et al 2011,2011,Condition,body_composition,Dry mass (mg) - week 6 - 3 deg. C,bbbb,aaa,N,NA,High food,LF-HF,0.261,0.017,0.029444864,HF,0.217,0.014,0.024248711,3,3,Gadus.macrocephalus,Fish,youngest,Mixed,0.125,1,0.5,higher
237,Laurel et al 2011,2011,Condition,body_composition,Dry mass (mg) - week 6 - 8 deg. C,cccc,bbb,N,NA,High food,LF-HF,0.97,0.04,0.069282032,HF,1.09,0.06,0.103923048,3,3,Gadus.macrocephalus,Fish,youngest,Mixed,0.125,1,0.5,higher
238,Laurel et al 2011,2011,Longevity,survival,Survival (%) - week 6 - 3 deg. C,bbbb,aaa,N,NA,High food,LF-HF,8.6,3.6,6.235382907,HF,11.6,5.5,9.526279442,3,3,Gadus.macrocephalus,Fish,youngest,Mixed,0.125,1,0.5,higher
239,Laurel et al 2011,2011,Longevity,survival,Survival (%) - week 6 - 8 deg. C,cccc,bbb,N,NA,High food,LF-HF,34.7,11.5,19.91858429,HF,44.6,5.2,9.006664199,3,3,Gadus.macrocephalus,Fish,youngest,Mixed,0.125,1,0.5,higher
240,Mikolajewski et al 2015,2015,Condition,body_composition,Fat mass (mg) - Late photoperiod,hhhh,ggg,N,NA,Daily artemia nauplii ad lib,low food,0.718,,0.398035707,high food,0.683,,0.395013628,26,27,Coenagrion.ornatum,Insect,juvenile,Mixed,0.5,0.8125,0.31147541,higher
241,Mikolajewski et al 2015,2015,Condition,immune,Phenoloxidase (PO) activity - immune function - Early photoperiod,gggg,fff,N,NA,Daily artemia nauplii ad lib,low food,0.733,,0.239035377,high food,0.693,,0.23241742,29,35,Coenagrion.puella,Insect,juvenile,Mixed,0.5,0.8125,0.429864253,higher
242,Mikolajewski et al 2015,2015,Condition,immune,Phenoloxidase (PO) activity - immune function - Early photoperiod,ffff,eee,N,NA,Daily artemia nauplii ad lib,low food,0.708,,0.235064038,high food,0.72,,0.240271998,12,18,Coenagrion.mercuriale,Insect,juvenile,Mixed,0.5,0.8125,0.503937008,higher
243,Mikolajewski et al 2015,2015,Condition,immune,Phenoloxidase (PO) activity - immune function - Late photoperiod,jjjj,iii,N,NA,Daily artemia nauplii ad lib,low food,0.689,,0.245025477,high food,0.742,,0.239578712,15,20,Coenagrion.mercuriale,Insect,juvenile,Mixed,0.5,0.8125,0.326203209,higher
244,Mikolajewski et al 2015,2015,Condition,immune,Phenoloxidase (PO) activity - immune function - Early photoperiod,dddd,ccc,N,NA,Daily artemia nauplii ad lib,low food,0.785,,0.252509273,high food,0.767,,0.248227788,21,17,Coenagrion.ornatum,Insect,juvenile,Mixed,0.5,0.8125,0.498007968,higher
245,Mikolajewski et al 2015,2015,Condition,body_composition,Fat mass (mg) - Late photoperiod,kkkk,jjj,N,NA,Daily artemia nauplii ad lib,low food,0.683,,0.425,high food,0.772,,0.369310582,49,37,Coenagrion.puella,Insect,juvenile,Mixed,0.5,0.8125,0.226993865,higher
246,Mikolajewski et al 2015,2015,Condition,immune,Phenoloxidase (PO) activity - immune function - Late photoperiod,kkkk,jjj,N,NA,Daily artemia nauplii ad lib,low food,0.934,,0.256067561,high food,0.816,,0.257142857,46,36,Coenagrion.puella,Insect,juvenile,Mixed,0.5,0.8125,0.226993865,higher
247,Mikolajewski et al 2015,2015,Condition,immune,Phenoloxidase (PO) activity - immune function - Late photoperiod,hhhh,ggg,N,NA,Daily artemia nauplii ad lib,low food,0.782,,0.27316176,high food,0.85,,0.278365308,26,27,Coenagrion.ornatum,Insect,juvenile,Mixed,0.5,0.8125,0.31147541,higher
248,Mikolajewski et al 2015,2015,Condition,body_composition,Fat mass (mg) - Early photoperiod,dddd,ccc,N,NA,Daily artemia nauplii ad lib,low food,0.654,,0.382420337,high food,0.98,,0.351380629,24,19,Coenagrion.ornatum,Insect,juvenile,Mixed,0.5,0.8125,0.498007968,higher
249,Mikolajewski et al 2015,2015,Condition,immune,Phenoloxidase (PO) activity - immune function - Late photoperiod,iiii,hhh,N,NA,Daily artemia nauplii ad lib,low food,1.015,,0.235714286,high food,0.996,,0.23848098,36,21,Coenagrion.hastulatum,Insect,juvenile,Mixed,0.5,0.8125,0.34375,higher
250,Mikolajewski et al 2015,2015,Condition,size_growth,Post-winter growth (1/d) - Early photoperiod,dddd,ccc,N,NA,Daily artemia nauplii ad lib,low food,1.011,,0.004998959,high food,1.005,,0.004447856,24,19,Coenagrion.ornatum,Insect,juvenile,Mixed,0.5,0.8125,0.217391304,higher
251,Mikolajewski et al 2015,2015,Condition,size_growth,Post-winter growth (1/d) - Early photoperiod,eeee,ddd,N,NA,Daily artemia nauplii ad lib,low food,1.016,,0.004676098,high food,1.008,,0.006493838,21,18,Coenagrion.hastulatum,Insect,juvenile,Mixed,0.5,0.8125,0.217391304,higher
252,Mikolajewski et al 2015,2015,Condition,size_growth,Post-winter growth (1/d) - Early photoperiod,ffff,eee,N,NA,Daily artemia nauplii ad lib,low food,1.013,,0.005302196,high food,1.009,,0.006493838,12,18,Coenagrion.mercuriale,Insect,juvenile,Mixed,0.5,0.8125,0.217391304,higher
253,Mikolajewski et al 2015,2015,Condition,size_growth,Post-winter growth (1/d) - Early photoperiod,gggg,fff,N,NA,Daily artemia nauplii ad lib,low food,1.016,,0.005589006,high food,1.009,,0.006122449,30,36,Coenagrion.puella,Insect,juvenile,Mixed,0.5,0.8125,0.217391304,higher
254,Mikolajewski et al 2015,2015,Condition,size_growth,Post-winter growth (1/d) - Late photoperiod,hhhh,ggg,N,NA,Daily artemia nauplii ad lib,low food,1.016,,0.005203081,high food,1.012,,0.005302196,26,27,Coenagrion.ornatum,Insect,juvenile,Mixed,0.5,0.8125,0.217391304,higher
255,Mikolajewski et al 2015,2015,Condition,size_growth,Post-winter growth (1/d) - Late photoperiod,kkkk,jjj,N,NA,Daily artemia nauplii ad lib,low food,1.016,,0.003571429,high food,1.012,,0.006206901,49,37,Coenagrion.puella,Insect,juvenile,Mixed,0.5,0.8125,0.217391304,higher
256,Mikolajewski et al 2015,2015,Condition,size_growth,Post-winter growth (1/d) - Late photoperiod,jjjj,iii,N,NA,Daily artemia nauplii ad lib,low food,1.021,,0.006122449,high food,1.018,,0.004563404,16,20,Coenagrion.mercuriale,Insect,juvenile,Mixed,0.5,0.8125,0.217391304,higher
257,Mikolajewski et al 2015,2015,Condition,size_growth,Post-winter growth (1/d) - Late photoperiod,iiii,hhh,N,NA,Daily artemia nauplii ad lib,low food,1.024,,0.006206901,high food,1.019,,0.004676098,37,21,Coenagrion.hastulatum,Insect,juvenile,Mixed,0.5,0.8125,0.217391304,higher
258,Mikolajewski et al 2015,2015,Condition,body_composition,Fat mass (mg) - Late photoperiod,iiii,hhh,N,NA,Daily artemia nauplii ad lib,low food,1.005,,0.353793331,high food,1.045,,0.336679031,37,21,Coenagrion.hastulatum,Insect,juvenile,Mixed,0.5,0.8125,0.34375,higher
259,Mikolajewski et al 2015,2015,Condition,body_composition,Fat mass (mg) - Early photoperiod,eeee,ddd,N,NA,Daily artemia nauplii ad lib,low food,1.114,,0.336679031,high food,1.144,,0.352831853,21,18,Coenagrion.hastulatum,Insect,juvenile,Mixed,0.5,0.8125,0.5,higher
260,Mikolajewski et al 2015,2015,Condition,immune,Phenoloxidase (PO) activity - immune function - Early photoperiod,eeee,ddd,N,NA,Daily artemia nauplii ad lib,low food,1.049,,0.239578712,high food,1.148,,0.246938776,20,16,Coenagrion.hastulatum,Insect,juvenile,Mixed,0.5,0.8125,0.5,higher
261,Mikolajewski et al 2015,2015,Condition,body_composition,Fat mass (mg) - Late photoperiod,jjjj,iii,N,NA,Daily artemia nauplii ad lib,low food,1.307,,0.342857143,high food,1.203,,0.349100409,16,20,Coenagrion.mercuriale,Insect,juvenile,Mixed,0.5,0.8125,0.326203209,higher
262,Mikolajewski et al 2015,2015,Condition,body_composition,Fat mass (mg) - Early photoperiod,ffff,eee,N,NA,Daily artemia nauplii ad lib,low food,1.406,,0.349944959,high food,1.253,,0.352831853,12,18,Coenagrion.mercuriale,Insect,juvenile,Mixed,0.5,0.8125,0.503937008,higher
263,Mikolajewski et al 2015,2015,Condition,body_composition,Fat mass (mg) - Early photoperiod,gggg,fff,N,NA,Daily artemia nauplii ad lib,low food,1.208,,0.374463381,high food,1.376,,0.379591837,30,36,Coenagrion.puella,Insect,juvenile,Mixed,0.5,0.8125,0.429864253,higher
264,Mikolajewski et al 2015,2015,Condition,development_rate,Development time (d) - Late photoperiod,kkkk,jjj,N,NA,Daily artemia nauplii ad lib,low food,162.7,,19.28571429,high food,162.7,,19.24139168,49,37,Coenagrion.puella,Insect,juvenile,Mixed,0.5,0.8125,0.226993865,lower
265,Mikolajewski et al 2015,2015,Condition,development_rate,Development time (d) - Late photoperiod,hhhh,ggg,N,NA,Daily artemia nauplii ad lib,low food,183.1,,16.91001369,high food,183.4,,17.76235777,26,27,Coenagrion.ornatum,Insect,juvenile,Mixed,0.5,0.8125,0.31147541,lower
266,Mikolajewski et al 2015,2015,Condition,development_rate,Development time (d) - Late photoperiod,iiii,hhh,N,NA,Daily artemia nauplii ad lib,low food,192,,18.3103566,high food,185,,17.06775641,37,21,Coenagrion.hastulatum,Insect,juvenile,Mixed,0.5,0.8125,0.34375,lower
267,Mikolajewski et al 2015,2015,Condition,development_rate,Development time (d) - Late photoperiod,jjjj,iii,N,NA,Daily artemia nauplii ad lib,low food,187.1,,15.91836735,high food,189,,15.97191412,16,20,Coenagrion.mercuriale,Insect,juvenile,Mixed,0.5,0.8125,0.326203209,lower
268,Mikolajewski et al 2015,2015,Condition,development_rate,Development time (d) - Early photoperiod,gggg,fff,N,NA,Daily artemia nauplii ad lib,low food,220.7,,16.48756678,high food,213.5,,18.97959184,30,36,Coenagrion.puella,Insect,juvenile,Mixed,0.5,0.8125,0.429864253,lower
269,Mikolajewski et al 2015,2015,Condition,development_rate,Development time (d) - Early photoperiod,dddd,ccc,N,NA,Daily artemia nauplii ad lib,low food,251.4,,16.74651151,high food,242,,16.67946024,24,19,Coenagrion.ornatum,Insect,juvenile,Mixed,0.5,0.8125,0.498007968,lower
270,Mikolajewski et al 2015,2015,Condition,development_rate,Development time (d) - Early photoperiod,eeee,ddd,N,NA,Daily artemia nauplii ad lib,low food,251.6,,16.36634177,high food,251.1,,16.88397824,21,18,Coenagrion.hastulatum,Insect,juvenile,Mixed,0.5,0.8125,0.5,lower
271,Mikolajewski et al 2015,2015,Condition,development_rate,Development time (d) - Early photoperiod,ffff,eee,N,NA,Daily artemia nauplii ad lib,low food,254.1,,14.6694099,high food,251.4,,15.80167195,12,18,Coenagrion.mercuriale,Insect,juvenile,Mixed,0.5,0.8125,0.503937008,lower
272,MollerJacobs_et_al_2014,2014,Reproduction,egg_offspring_quantity,Day to first clutch,g,kkk,N,NA,human blood & glucose solution,low diet,4.29,,0.47,high diet,3.41,,0.19,2,2,Anopheles.stephensi,Insect,youngest,Mixed,0.333333333,1,0.2,lower
273,MollerJacobs_et_al_2014,2014,Reproduction,egg_offspring_quantity,mean size of first clutch,g,kkk,N,NA,human blood & glucose solution,low diet,29,,8.1,high diet,64.2,,6,2,2,Anopheles.stephensi,Insect,youngest,Mixed,0.333333333,1,0.2,higher
274,Naslund & Johnsson 2016,2016,Condition,size_growth,P2 specific growth rate (mass - %/day),ssss,lll,N,NA,10 chironomids per day,LH,1.368,,0.315885143,HH,0.934,,0.322984572,22,23,Salmo.trutta,Fish,juvenile,Mixed,0.2,0.285714286,0.536585366,higher
275,Pappas et al 2009,2009,Longevity,longevity,Longevity (days),tttt,mmm,Y,Z,liquid diet (1:1:1:1 of water: yeast: sugar: honey),5 aphids/day,44.5,4.5,14.92481156,110 aphids/day,54.5,4.3,19.23018461,11,20,Dichochrysa.prasina,Insect,youngest,Female,0.045454545,1,0.491712707,higher
276,Pappas et al 2009,2009,Longevity,longevity,Longevity (days),uuuu,mmm,Y,Z,liquid diet (1:1:1:1 of water: yeast: sugar: honey),10 aphids/day,43.1,3.2,10.61319933,110 aphids/day,54.5,4.3,19.23018461,11,20,Dichochrysa.prasina,Insect,youngest,Female,0.090909091,1,0.531442663,higher
277,Pappas et al 2009,2009,Longevity,longevity,Longevity (days),vvvv,mmm,Y,Z,liquid diet (1:1:1:1 of water: yeast: sugar: honey),20 aphids/day,38.2,3.2,11.53776408,110 aphids/day,54.5,4.3,19.23018461,13,20,Dichochrysa.prasina,Insect,youngest,Female,0.181818182,1,0.501312336,higher
278,Pappas et al 2009,2009,Longevity,longevity,Longevity (days),wwww,mmm,Y,Z,liquid diet (1:1:1:1 of water: yeast: sugar: honey),60 aphids/day,53.9,5.3,20.52681173,110 aphids/day,54.5,4.3,19.23018461,15,20,Dichochrysa.prasina,Insect,youngest,Female,0.545454545,1,0.634864547,higher
279,Pappas et al 2009,2009,Reproduction,egg_offspring_quality,% eggs hatching,tttt,mmm,Y,AB,liquid diet (1:1:1:1 of water: yeast: sugar: honey),5 aphids/day,81.3,2.5,6.123724357,110 aphids/day,81.9,1.9,8.061017306,6,18,Dichochrysa.prasina,Insect,youngest,Mixed,0.045454545,1,0.502824859,higher
280,Pappas et al 2009,2009,Reproduction,egg_offspring_quality,% eggs hatching,uuuu,mmm,Y,AB,liquid diet (1:1:1:1 of water: yeast: sugar: honey),10 aphids/day,81.9,4.3,11.37673064,110 aphids/day,81.9,1.9,8.061017306,7,18,Dichochrysa.prasina,Insect,youngest,Mixed,0.090909091,1,0.544879899,higher
281,Pappas et al 2009,2009,Reproduction,egg_offspring_quality,% eggs hatching,vvvv,mmm,Y,AB,liquid diet (1:1:1:1 of water: yeast: sugar: honey),20 aphids/day,79.3,2.6,7.8,110 aphids/day,81.9,1.9,8.061017306,9,18,Dichochrysa.prasina,Insect,youngest,Mixed,0.181818182,1,0.521857923,higher
282,Pappas et al 2009,2009,Reproduction,egg_offspring_quality,% eggs hatching,wwww,mmm,Y,AB,liquid diet (1:1:1:1 of water: yeast: sugar: honey),60 aphids/day,75.8,3.4,11.77794549,110 aphids/day,81.9,1.9,8.061017306,12,18,Dichochrysa.prasina,Insect,youngest,Mixed,0.545454545,1,0.642431466,higher
283,Pappas et al 2009,2009,Reproduction,egg_offspring_quantity,Fecundity (no. eggs/female),tttt,mmm,Y,AC,liquid diet (1:1:1:1 of water: yeast: sugar: honey),5 aphids/day,63.8,9.3,22.78025461,110 aphids/day,369.7,18.2,77.21606051,6,18,Dichochrysa.prasina,Insect,youngest,Mixed,0.045454545,1,0.502824859,higher
284,Pappas et al 2009,2009,Reproduction,egg_offspring_quantity,Fecundity (no. eggs/female),uuuu,mmm,Y,AC,liquid diet (1:1:1:1 of water: yeast: sugar: honey),10 aphids/day,59.4,8.4,22.22431101,110 aphids/day,369.7,18.2,77.21606051,7,18,Dichochrysa.prasina,Insect,youngest,Mixed,0.090909091,1,0.544879899,higher
285,Pappas et al 2009,2009,Reproduction,egg_offspring_quantity,Fecundity (no. eggs/female),vvvv,mmm,Y,AC,liquid diet (1:1:1:1 of water: yeast: sugar: honey),20 aphids/day,59.2,12.1,36.3,110 aphids/day,369.7,18.2,77.21606051,9,18,Dichochrysa.prasina,Insect,youngest,Mixed,0.181818182,1,0.521857923,higher
286,Pappas et al 2009,2009,Reproduction,egg_offspring_quantity,Fecundity (no. eggs/female),wwww,mmm,Y,AC,liquid diet (1:1:1:1 of water: yeast: sugar: honey),60 aphids/day,196.8,16.3,56.46485633,110 aphids/day,369.7,18.2,77.21606051,12,18,Dichochrysa.prasina,Insect,youngest,Mixed,0.545454545,1,0.642431466,higher
287,Paschke et al 2004,2004,Condition,development_rate,Duration of Zoea I development (d) - Winter larvae,aaaaa,nnn,Y,AD,Artemia,S4,10.7,,0.68,FC,4.4,,0.49,35,48,Crangon.crangon,Crustacean,youngest,Mixed,0,1,0.636363636,lower
