"theta","design","n1","n2","true_lnM","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","boot_keep","boot_total","mcse_bias_delta","mcse_bias_safe","mcse_varbar_delta","mcse_varbar_safe","mcse_cover_delta","mcse_cover_safe","delta_fail_prop","safe_fail_prop","boot_accept_prop"
0.3,"indep",100,100,-1.67620360874636,-1.6961658163446,-1.80106490484561,-0.0199622075982404,-0.124861296099253,1.82642795483768,0.284549030980106,135.910388168506,-63.2462522413291,0.581864269957077,0.883624407776808,0.883720930232558,0.848837209302326,1138368,860000,0.0630748890950961,0.0948808386256044,0.499562213166515,0.0109177167991499,0.034566795416495,0.0386265063537326,0.14,0.14,1.138368
0.4,"indep",100,100,-1.32963001846639,-1.35873397982339,-1.35092876705408,-0.029103961356997,-0.0212987485876888,0.557858846317699,0.21513540161618,100.064772678294,-22.846046982138,0.411698964364695,0.525726335586,0.989583333333333,0.927083333333333,1354088,960000,0.0421337465312661,0.0538941011553195,0.165557116179018,0.00999556877742528,0.0103622711686747,0.026536104804918,0.04,0.04,1.354088
0.5,"indep",100,100,-1.08141157530944,-1.15856382938565,-1.13318944573536,-0.0771522540762022,-0.0517778704259184,0.283517037299658,0.162983441029272,43.9038799870147,-17.2749907337745,0.388822467793809,0.444667410175608,0.94,0.91,1390806,1e+06,0.0383010985880669,0.0443867481596282,0.0922575445591467,0.00960173550363452,0.0237486841740758,0.0286181760425084,0,0,1.390806
0.6,"indep",100,100,-0.885978420965938,-0.909925839055685,-0.876242589672188,-0.0239474180897469,0.00973583129375011,0.0977531972740898,0.104712375765983,11.073090135015,18.9805292925121,0.298966110021779,0.295334893598538,0.93,0.92,1338309,1e+06,0.0299506759688965,0.0296661411199414,0.0147182341190933,0.00739271382257907,0.0255147016443461,0.0271293199325011,0,0,1.338309
0.7,"indep",100,100,-0.724084882418989,-0.803404552949977,-0.772485108769234,-0.0793196705309874,-0.048400226350245,0.0662031358349772,0.0808403166311723,23.616459900982,50.9474382622867,0.258605042045014,0.23529195649922,0.96,0.96,1254277,1e+06,0.024738012633805,0.0231420127989906,0.00428392487373378,0.0053735636816605,0.0195959179422654,0.0195959179422654,0,0,1.254277
0.8,"indep",100,100,-0.585591490751473,-0.621851210587274,-0.602624022300672,-0.0362597198358008,-0.0170325315491989,0.0423735147024447,0.048423615517642,58.0235376851196,80.5861771282418,0.176468815322795,0.163818942162336,1,1,1124119,1e+06,0.0173573480201186,0.0163751902387631,0.00206087258215119,0.00279959238058593,0,0,0,0,1.124119
0.9,"indep",100,100,-0.464434757040508,-0.470230267501551,-0.457374543596872,-0.00579551046104354,0.00706021344363583,0.0309337506268925,0.0336363149843769,22.0157607687477,32.6758145747767,0.164657669222591,0.158583044997107,0.94,0.94,1029967,1e+06,0.0165384645300964,0.0159223924483617,0.00102348905750377,0.0012895467959315,0.0237486841740758,0.0237486841740758,0,0,1.029967
1,"indep",100,100,-0.356674943938733,-0.386737690727629,-0.377004865181693,-0.0300627467888963,-0.02032992124296,0.0260851552254511,0.0278341870201096,34.9333210124848,43.9807146955956,0.145883992850449,0.139828010142799,0.96,0.97,1004995,1e+06,0.0143471992922057,0.013903915124358,0.000770936088040691,0.000939475526481928,0.0195959179422654,0.017058722109232,0,0,1.004995
1.2,"indep",100,100,-0.171245154473388,-0.17084339648037,-0.165616824027353,0.000401757993018115,0.00562833044603561,0.0173918568191917,0.0180519272192208,32.0809697623296,37.0938179851286,0.116166155172007,0.114313491785424,0.96,0.96,1e+06,1e+06,0.0116750680563681,0.0114750041484847,0.000366143470832732,0.00040054425847937,0.0195959179422654,0.0195959179422654,0,0,1
1.4,"indep",100,100,-0.0152296037423545,-0.0223494151736432,-0.0194499929767197,-0.0071198114312887,-0.00422038923436516,0.0134715865921143,0.0138745680147239,9.6052623862382,12.8839322192153,0.111810240725416,0.110389787166118,0.95,0.95,1e+06,1e+06,0.0112145460268559,0.0110864798109636,0.000239037530379052,0.000253645668243186,0.0217944947177034,0.0217944947177034,0,0,1
1.6,"indep",100,100,0.11950845023525,0.126911253915501,0.128320500636749,0.00740280368025081,0.00881205040149929,0.0106074765095773,0.0108433328834324,-6.71116759412215,-4.63689802467671,0.107224322460198,0.106463708969761,0.95,0.95,1e+06,1e+06,0.0107507358567598,0.0106632897568044,0.000185332359361488,0.000191165380383993,0.0217944947177034,0.0217944947177034,0,0,1
1.8,"indep",100,100,0.238117089498186,0.228528904291342,0.229158163163324,-0.00958818520684326,-0.00895892633486176,0.00905637884954515,0.00923412325518967,9.57873620789746,11.7293758467779,0.0914629762532854,0.0908974036046044,0.96,0.96,1e+06,1e+06,0.00914172514803996,0.00909105211154334,0.000116860974312441,0.000121511720429841,0.0195959179422654,0.0195959179422654,0,0,1
2,"indep",100,100,0.3440673193682,0.337782010164423,0.338006913433843,-0.0062853092037769,-0.00606040593435681,0.00776700954425631,0.00792398126338577,-6.65940801222301,-4.77298916525281,0.0914978842124062,0.090965190187715,0.96,0.96,1e+06,1e+06,0.009174160960485,0.00912203310328093,9.75494628554387e-05,0.000100375306489092,0.0195959179422654,0.0195959179422654,0,0,1
2.5,"indep",100,100,0.568114576119708,0.57375488523684,0.572666462913818,0.00564030911713187,0.00455188679411012,0.00577964615424354,0.00589329546754908,-22.9759533834118,-21.4613745022183,0.0866610435901987,0.0863097525101106,0.91,0.91,1e+06,1e+06,0.00869129565099387,0.00866238455108116,5.70761845166302e-05,5.77027357518577e-05,0.0286181760425084,0.0286181760425084,0,0,1
3,"indep",100,100,0.750926350877081,0.754062018803969,0.752580583101575,0.00313566792688746,0.00165423222449335,0.00477536945039257,0.00487691074935401,17.5349197127676,20.0341291550824,0.0636142653665618,0.0634432334416506,0.98,0.98,1e+06,1e+06,0.00638570242039311,0.00637411699987323,2.90693258309044e-05,3.04538146894505e-05,0.014,0.014,0,0,1
4,"indep",100,100,1.03909537988909,1.04497428722478,1.04303330049856,0.00587890733568752,0.00393792060947273,0.00378089785209747,0.00386935479734067,-4.48952440651504,-2.2549850880201,0.0631165995277521,0.0627259286159099,0.93,0.93,1e+06,1e+06,0.00631587992580785,0.00629175739609613,1.65065860753422e-05,1.72331781840692e-05,0.0255147016443461,0.0255147016443461,0,0,1
5,"indep",100,100,1.26246416206874,1.26751039575608,1.26535363829208,0.00504623368733226,0.00288947622334002,0.00332710784214811,0.0034189619654315,22.8124423281714,26.2030235036412,0.0520544297480526,0.0518686304218979,0.93,0.95,1e+06,1e+06,0.00520702631548752,0.00520489838148621,8.38940068011696e-06,9.88387040935202e-06,0.0255147016443461,0.0217944947177034,0,0,1
0.2,"indep",3,7,NA,-0.56789735450567,-0.914353577125706,NA,NA,5.05925719789513,0.435340372173212,297.385949917392,-65.8056231247905,NA,NA,NA,NA,431197,370000,NA,NA,1.15979844307299,0.0142812829803738,NA,NA,0.63,0.63,0.431197
0.3,"indep",3,7,NA,-0.640612117900655,-1.05120299208653,NA,NA,5.56809450698847,0.437454345143816,279.438980494626,-70.1895809192921,NA,NA,NA,NA,414590,360000,NA,NA,1.1974423558373,0.0154073035220195,NA,NA,0.64,0.64,0.41459
0.4,"indep",3,7,NA,-0.706281783779974,-1.17107577108689,NA,NA,6.05713947474887,0.434222947393738,182.947367906995,-79.7161282876073,NA,NA,NA,NA,415323,370000,NA,NA,1.36769725747941,0.0133017590539056,NA,NA,0.63,0.63,0.415323
0.5,"indep",3,7,NA,-0.532981050530117,-0.862161465806549,NA,NA,4.4528143184951,0.426445037168433,251.283824632572,-66.3576262253094,NA,NA,NA,NA,478110,420000,NA,NA,0.995008099662999,0.0142989590838694,NA,NA,0.58,0.58,0.47811
0.6,"indep",3,7,NA,-0.370475619809736,-0.641114242501579,NA,NA,4.25952455466411,0.395766689037845,220.358476072972,-70.2344212943249,NA,NA,NA,NA,542387,480000,NA,NA,0.997551151505255,0.0162726604715384,NA,NA,0.52,0.52,0.542387
0.7,"indep",3,7,-2.48777198714249,-0.521933383650295,-0.883811089705853,1.9658386034922,1.60396089743664,4.57161063724357,0.409478810771885,220.47043046175,-71.2954883594038,2.10544529006046,1.99364650394731,0.586206896551724,0.310344827586207,671350,580000,0.0998576578565188,0.156829095838996,0.81829713258246,0.0160496004968127,0.0646700339637914,0.0607469192601417,0.42,0.42,0.67135
0.8,"indep",3,7,-1.25109907344903,-0.512790567300687,-0.824950937669421,0.738308506148344,0.426148135779609,4.8622162384154,0.431541185622167,331.75430060922,-61.6800747547391,0.975922613321758,1.1336810308358,0.78,0.68,575184,5e+05,0.0911743672514902,0.150076881389241,1.03302113145621,0.0115873207917742,0.0585832740635072,0.0659696900098826,0.5,0.5,0.575184
0.9,"indep",3,7,-0.895165958618435,-0.355899871815591,-0.576717187724769,0.539266086802843,0.318448770893666,2.68773913069034,0.397371784257001,129.193889395319,-66.114574242022,0.864377329876406,1.12120756120637,0.797101449275362,0.739130434782609,787935,690000,0.0819199982792227,0.1303669468001,0.616818708809114,0.0125364460304296,0.0484140847931134,0.0528625007716808,0.31,0.31,0.787935
1,"indep",3,7,-0.669887172742499,-0.252238475940375,-0.466480521742076,0.417648696802124,0.203406651000422,2.86531200262124,0.372716763956781,134.58708923726,-69.4851587936792,0.826486598841345,1.11572394682498,0.764705882352941,0.735294117647059,785715,680000,0.0871308557957446,0.134023035436355,0.624303479479063,0.0147194605885859,0.0514396842467768,0.0535005055227205,0.32,0.32,0.785715
1.2,"indep",3,7,-0.365004386932052,-0.258019147141149,-0.469936054767933,0.106985239790903,-0.104931667835882,3.10986307028886,0.376466760140795,150.847088229877,-69.6335213280364,0.725986029727675,1.11124301135838,0.884615384615385,0.782051282051282,892935,780000,0.0818305085381891,0.126072045748433,0.664178788923864,0.0131193667920221,0.0361746131971523,0.046746325002028,0.22,0.22,0.892935
1.4,"indep",3,7,-0.14926719864041,-0.0823682837469749,-0.181554866769618,0.0668989148934356,-0.0322876681292072,1.74161922454528,0.355760481533045,138.545786868271,-51.2722627266057,0.575948435287653,0.850257399196871,0.921348314606742,0.865168539325843,1027756,890000,0.0609807286339836,0.0905723688158088,0.4457990367706,0.011119084523544,0.028534543973112,0.0362035347902723,0.11,0.11,1.027756
1.6,"indep",3,7,0.0205252699151788,0.00624591045612135,-0.0762620847543184,-0.0142793594590574,-0.0967873546694972,1.58691629717377,0.33067842591305,179.513667871417,-41.755504132439,0.529243570795102,0.755604801276628,0.945652173913043,0.902173913043478,1079763,920000,0.055459603863304,0.0785563998196168,0.437738977717405,0.0126458252314064,0.0236353962371883,0.0309726639058887,0.08,0.08,1.079763
1.8,"indep",3,7,0.161731404866309,0.263282411480182,0.240074171208507,0.101551006613872,0.0783427663421971,0.85101019789402,0.274526543593377,77.7334615814428,-42.6651372573609,0.551225875263187,0.692755404540295,0.863157894736842,0.852631578947368,1113793,950000,0.0558814625579036,0.070993891067849,0.298228294158969,0.0125742393646762,0.0352608838725987,0.0363681424397328,0.05,0.05,1.113793
2,"indep",3,7,0.283197737460401,0.247947514044221,0.223317868356869,-0.0352502234161797,-0.0598798691035318,0.706508968964852,0.290179335209922,53.4606191736219,-36.970226269102,0.567149111768355,0.677624135167104,0.875,0.854166666666667,1108424,960000,0.0580757705369499,0.0692507928768678,0.221892879030792,0.0128899608931818,0.0337538578042076,0.0360216908354973,0.04,0.04,1.108424
2.5,"indep",3,7,0.530092455767112,0.566092049217862,0.591955235173524,0.0359995934507503,0.0618627794064117,0.251523853255118,0.222234634264424,23.8416732510335,9.42067165980678,0.43341220607136,0.45265564676011,0.91,0.92,1181816,1e+06,0.0434090445403873,0.0450667441127996,0.0394272148827432,0.0112229950834464,0.0286181760425084,0.0271293199325011,0,0,1.181816
3,"indep",3,7,0.724858093778693,0.72055202502384,0.741417031677507,-0.00430606875485373,0.0165589378988136,0.204686482567281,0.18371731601172,-13.4641417725784,-22.3293330711917,0.45927439279008,0.484192708433015,0.89,0.88,1192519,1e+06,0.0461567843754804,0.04863473220363,0.0343429837612023,0.00971779129513345,0.031288975694324,0.0324961536185438,0,0,1.192519
4,"indep",3,7,1.02461388154167,1.08750463323202,1.10190649942016,0.0628907516903456,0.0772926178784858,0.100237286795363,0.115580455204254,-6.00035234461313,8.38803016714944,0.331275988162598,0.333981439393017,0.9,0.92,1207799,1e+06,0.0326890049913195,0.0326551391349733,0.00311197387391928,0.00442390906919437,0.03,0.0271293199325011,0,0,1.207799
5,"indep",3,7,1.25324864119018,1.37389731578082,1.37848171812661,0.120648674590635,0.125233076936428,0.0831592774955956,0.0947781351444217,-2.35621541284985,11.2863902900535,0.318343374315301,0.316224026732587,0.91,0.92,1209977,1e+06,0.0296079434621919,0.0291832094253477,0.0016918746326352,0.00262756520608908,0.0286181760425084,0.0271293199325011,0,0,1.209977
0.2,"indep",6,14,NA,-1.01737834568361,-1.40103213865192,NA,NA,4.8241668781225,0.410789764123335,274.519779932894,-68.108712665837,NA,NA,NA,NA,321726,270000,NA,NA,1.43172115021318,0.0100283322283501,NA,NA,0.73,0.73,0.321726
0.3,"indep",6,14,NA,-0.846675377999882,-1.12115115662754,NA,NA,3.99115867866332,0.389087409398824,410.23349264644,-50.2586983314816,NA,NA,NA,NA,471429,390000,NA,NA,0.992604190825452,0.0114148239386264,NA,NA,0.61,0.61,0.471429
0.4,"indep",6,14,NA,-1.13253195768057,-1.62710913521741,NA,NA,6.49535077718908,0.403029496602512,205.197717042442,-81.0628114657293,NA,NA,NA,NA,561106,480000,NA,NA,1.18416834520037,0.0093382874365873,NA,NA,0.52,0.52,0.561106
0.5,"indep",6,14,-2.56198198970163,-0.80629071441271,-1.08568591435387,1.75569127528892,1.47629607534775,4.1657109375793,0.379329886772039,296.794056214677,-63.8679095426635,1.86288849959207,1.7915032325332,0.433962264150943,0.339622641509434,637442,530000,0.0863692551008081,0.140742107996377,0.89197289819509,0.0113801833613689,0.0680786195683954,0.0650513734404033,0.47,0.47,0.637442
0.6,"indep",6,14,-1.39883117989595,-0.822179753230538,-1.11386900144164,0.576651426665411,0.284962178454311,4.40054588039877,0.380255903042404,345.07291869789,-61.5407703455535,0.84758300401884,1.0262407599758,0.76271186440678,0.677966101694915,700694,590000,0.081565510039725,0.129452870820066,0.896139835050112,0.0113948925639715,0.0553850123977925,0.0608315354556342,0.41,0.41,0.700694
0.7,"indep",6,14,-1.03592568620658,-0.529159501517825,-0.683377125682893,0.506766184688755,0.352548560523687,1.63856910220021,0.339156940786171,49.4736459274557,-69.0614058248506,0.804004231618594,1.09755603113681,0.753623188405797,0.739130434782609,856003,690000,0.0756939307649959,0.126044970613751,0.439868150037125,0.012670628610236,0.0518743295123951,0.0528625007716808,0.31,0.31,0.856003
0.8,"indep",6,14,-0.802343654837751,-0.473113335436562,-0.601529673001399,0.329230319401189,0.200813981836352,1.68433677908944,0.323779588069333,78.2222642685122,-65.740383974256,0.699131268376246,0.986132103201454,0.835616438356164,0.808219178082192,928911,730000,0.0726857703489985,0.113781605478773,0.461144562441136,0.0119514447784788,0.0433781723888433,0.0460792851956453,0.27,0.27,0.928911
0.9,"indep",6,14,-0.625964991095738,-0.465962021530324,-0.598636765142991,0.160002969565413,0.0273282259527468,1.98008325264634,0.324658596548268,156.420170678739,-57.956811852246,0.611178664902129,0.873377857564243,0.842105263157895,0.789473684210526,945315,760000,0.0681115173972605,0.10079960649062,0.499710961021512,0.0125032726420027,0.0418273375915277,0.0467643850862441,0.24,0.24,0.945315
1,"indep",6,14,-0.482540448021794,-0.444429487251329,-0.584822965755003,0.0381109607704641,-0.10228251773321,1.89878905848621,0.31665404949079,84.8717671911847,-69.1696171009759,0.664502020461731,1.01298275039402,0.866666666666667,0.8,1133080,9e+05,0.0703211325555659,0.106827191082744,0.452410846794059,0.0119376533282442,0.0358322566591047,0.0421637021355784,0.1,0.1,1.13308
1.2,"indep",6,14,-0.254619790305178,-0.299414701949389,-0.372888952195406,-0.044794911644211,-0.118269161890228,1.13123692944174,0.291743908653509,76.2732880464768,-54.5394455330733,0.558840104012858,0.805550872899356,0.914893617021277,0.861702127659574,1210561,940000,0.0577625541671487,0.0826265477251424,0.333114394985913,0.0117150504476932,0.0287807719787276,0.0356059358615973,0.06,0.06,1.210561
1.4,"indep",6,14,-0.0748580413796963,-0.140511388412952,-0.186067215902195,-0.0656533470332558,-0.111209174522498,0.951481275440231,0.246903193273721,70.0555899226464,-55.8716821132174,0.551202360549184,0.752403631216083,0.927835051546392,0.845360824742268,1286251,970000,0.0558563708969192,0.075948429856025,0.290718191382502,0.0116862488591815,0.0262731819421226,0.0367108934552383,0.03,0.03,1.286251
1.6,"indep",6,14,0.0746203431648513,-0.0125337589997564,-0.0634811990871962,-0.0871541021646077,-0.138101542252048,1.1059035752031,0.218211162541522,66.5288817398587,-67.1413840266132,0.608719751401682,0.822468966059439,0.919191919191919,0.848484848484849,1329629,990000,0.0608564636298788,0.0819023288497036,0.371096758629005,0.0125717439087189,0.0273913159733053,0.0360356600006402,0.01,0.01,1.329629
1.8,"indep",6,14,0.203049913633128,0.188430802818444,0.20023428612565,-0.0146191108146841,-0.00281562750747757,0.207155951764287,0.181197421247699,21.2096839915742,6.02100486358399,0.383939930872323,0.411325528134481,0.929292929292929,0.939393939393939,1356971,990000,0.0387556647758319,0.0415491794089809,0.0348350323124356,0.0103277729919115,0.0257626267676778,0.0239808353667596,0.01,0.01,1.356971
2,"indep",6,14,0.315889117091827,0.308477047627246,0.32002821539759,-0.00741206946458062,0.00413909830576359,0.164926237818987,0.153044833530205,13.5556706190203,5.37503878171908,0.370090500966145,0.379213624016749,0.94,0.96,1381018,1e+06,0.0371880343702035,0.0381101328694162,0.02864210742741,0.00988529984118192,0.0237486841740758,0.0195959179422654,0,0,1.381018
2.5,"indep",6,14,0.55029722493605,0.55629527111405,0.565025444456074,0.00599804617799915,0.014728219520023,0.0809951973260421,0.100584235195632,6.03392464959585,31.6786867342027,0.290710107039291,0.275389135390938,0.94,0.95,1403190,1e+06,0.0292112455474386,0.0276380383904521,0.00400552019099954,0.00539100414117087,0.0237486841740758,0.0217944947177034,0,0,1.40319
3,"indep",6,14,0.738633069662809,0.751087824786603,0.750756496127185,0.0124547551237942,0.0121234264643759,0.0637228862053323,0.0753517622392973,12.4107849892996,32.9247817864482,0.246175060940561,0.237207972576191,0.95,0.98,1405703,1e+06,0.02470983930796,0.0238091410983918,0.00366548152276866,0.00379217505436248,0.0217944947177034,0.014,0,0,1.405703
4,"indep",6,14,1.03222437854685,1.03826698879124,1.02643634590647,0.00604261024439068,-0.00578803264037564,0.0443598189882556,0.0540627749715703,0.391860006607669,22.3508720347024,0.211862226856346,0.209232654560883,0.96,0.98,1407174,1e+06,0.0212842925983877,0.0210206253721876,0.000864118052576852,0.00105453739673702,0.0195959179422654,0.014,0,0,1.407174
5,"indep",6,14,1.25807959664605,1.26016355260529,1.24856392962019,0.00208395595923871,-0.0095156670258667,0.0392119480432077,0.0465451582735012,-1.07582850872652,17.4244445611999,0.200389080937265,0.198324363509677,0.95,0.97,1407188,1e+06,0.0201387713121743,0.01990939203841,0.000548455061046035,0.000617608031946284,0.0217944947177034,0.017058722109232,0,0,1.407188
0.2,"indep",12,28,NA,-1.52478392902943,-2.08915906699833,NA,NA,6.17324656756677,0.381698289462918,94.2922427546844,-87.9867074960189,NA,NA,NA,NA,534781,440000,NA,NA,1.16218781839564,0.0119103922446441,NA,NA,0.56,0.56,0.534781
0.3,"indep",12,28,NA,-1.36815003663033,-1.78069346181329,NA,NA,5.212297002525,0.377478594018857,207.499650398415,-77.730636677562,NA,NA,NA,NA,592698,490000,NA,NA,0.998516777093071,0.0108525780979399,NA,NA,0.51,0.51,0.592698
