"Category","age","sex","magnitude","duration","Recovery","Sub.cat","same.trt","same.ctrl","Study","Species","Species.no.phylo","ES.ID","Sp.group","m1i","m2i","sd1i","sd2i","n1i","n2i","nCtrl"
"Condition","juvenile","Mixed",0.555555556,1,0.447761194,"size_growth","gggggggg","AQ","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","382","Crustacean",4.1,3.4,0.9,1,15,8,8
"Condition","juvenile","Mixed",0.6,1,0.447761194,"size_growth","hhhhhhhh","AQ","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","383","Crustacean",4.7,3.4,0.9,1,7,8,8
"Condition","juvenile","Mixed",0.6,1,0.447761194,"size_growth","iiiiiiii","AQ","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","384","Crustacean",3.2,3.4,0.8,1,5,8,8
"Condition","juvenile","Mixed",0.428571429,1,0.447761194,"size_growth","aaaaaaaa","AR","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","385","Crustacean",3.6,4.1,0.3,0.9,5,14,14
"Condition","juvenile","Mixed",0.5,1,0.447761194,"size_growth","bbbbbbbb","AR","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","386","Crustacean",3.8,4.1,1,0.9,10,14,14
"Condition","juvenile","Mixed",0.4,1,0.447761194,"size_growth","cccccccc","AR","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","387","Crustacean",3.6,4.1,1.4,0.9,11,14,14
"Condition","juvenile","Mixed",0.166666667,1,0.447761194,"size_growth","dddddddd","AR","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","388","Crustacean",4.2,4.1,0.6,0.9,8,14,14
"Condition","juvenile","Mixed",0.25,1,0.447761194,"size_growth","eeeeeeee","AR","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","389","Crustacean",3.8,4.1,0.8,0.9,11,14,14
"Condition","juvenile","Mixed",0.5,1,0.447761194,"size_growth","zzzzzzz","AR","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","390","Crustacean",3.8,4.1,1.5,0.9,10,14,14
"Condition","juvenile","Mixed",1,0.094339623,0.206008584,"development_rate","nnnnnnn","AS","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","391","Crustacean",9.9,10.6,4.1,3.3,15,13,15
"Condition","juvenile","Mixed",1,0.170940171,0.207708779,"development_rate","ooooooo","AS","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","392","Crustacean",9.9,11.7,4.1,3.8,15,13,15
"Condition","juvenile","Mixed",1,0.223880597,0.219409283,"development_rate","ppppppp","AS","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","393","Crustacean",9.9,13.4,4.1,4.3,15,12,15
"Condition","juvenile","Mixed",1,0.266666667,0.229166667,"development_rate","qqqqqqq","AS","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","394","Crustacean",9.9,15,4.1,5.6,15,10,15
"Condition","juvenile","Mixed",1,0.340136054,0.207708779,"development_rate","rrrrrrr","AS","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","395","Crustacean",9.9,14.7,4.1,1.9,15,8,15
"Condition","juvenile","Mixed",1,0.38961039,0.202586207,"development_rate","sssssss","AS","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","396","Crustacean",9.9,15.4,4.1,2.6,15,9,15
"Condition","juvenile","Mixed",1,0.411764706,0.212765957,"development_rate","ttttttt","AS","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","397","Crustacean",9.9,17,4.1,0.9,15,4,15
"Condition","juvenile","Mixed",1,0.425531915,0.225941423,"development_rate","uuuuuuu","AS","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","398","Crustacean",9.9,18.8,4.1,5.2,15,9,15
"Condition","juvenile","Mixed",1,0.6,0.139534884,"development_rate","vvvvvvv","AS","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","399","Crustacean",9.9,15,4.1,6,15,3,15
"Condition","juvenile","Mixed",1,0.662251656,0.121140143,"development_rate","wwwwwww","AS","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","400","Crustacean",9.9,15.1,4.1,8.7,15,8,15
"Condition","juvenile","Mixed",1,0.774647887,0.07960199,"development_rate","xxxxxxx","AS","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","401","Crustacean",9.9,14.2,4.1,8.8,15,3,15
"Condition","juvenile","Mixed",1,0.094339623,0.206008584,"size_growth","nnnnnnn","AT","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","402","Crustacean",27.9,37.5,14.1,17.1,13,15,15
"Condition","juvenile","Mixed",1,0.170940171,0.207708779,"size_growth","ooooooo","AT","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","403","Crustacean",24.8,37.5,13.9,17.1,13,15,15
"Condition","juvenile","Mixed",1,0.223880597,0.219409283,"size_growth","ppppppp","AT","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","404","Crustacean",37.5,37.5,17.2,17.1,12,15,15
"Condition","juvenile","Mixed",1,0.266666667,0.229166667,"size_growth","qqqqqqq","AT","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","405","Crustacean",30,37.5,16,17.1,10,15,15
"Condition","juvenile","Mixed",1,0.340136054,0.207708779,"size_growth","rrrrrrr","AT","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","406","Crustacean",26.3,37.5,7.5,17.1,8,15,15
"Condition","juvenile","Mixed",1,0.38961039,0.202586207,"size_growth","sssssss","AT","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","407","Crustacean",27.4,37.5,13.6,17.1,9,15,15
"Condition","juvenile","Mixed",1,0.411764706,0.212765957,"size_growth","ttttttt","AT","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","408","Crustacean",20.5,37.5,8.3,17.1,4,15,15
"Condition","juvenile","Mixed",1,0.425531915,0.225941423,"size_growth","uuuuuuu","AT","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","409","Crustacean",22,37.5,18.5,17.1,9,15,15
"Condition","juvenile","Mixed",1,0.6,0.139534884,"size_growth","vvvvvvv","AT","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","410","Crustacean",15.6,37.5,16.5,17.1,3,15,15
"Condition","juvenile","Mixed",1,0.662251656,0.121140143,"size_growth","wwwwwww","AT","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","411","Crustacean",31.5,37.5,15,17.1,8,15,15
"Condition","juvenile","Mixed",1,0.774647887,0.07960199,"size_growth","xxxxxxx","AT","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","412","Crustacean",12.6,37.5,9.5,17.1,3,15,15
"Condition","juvenile","Mixed",1,0.545454545,0.212765957,"size_growth","yyyyyyy","AT","Stumpf et al 2010","Cherax.quadricarinatus","Cherax.quadricarinatus","413","Crustacean",30.9,37.5,6.5,17.1,2,15,15
"Reproduction","juvenile","Female",0.666666667,1,0.45041816,"egg_offspring_quantity","jjjjjjjj",NA,"Taborsky_2006","Simochromis.pleurospilus","Simochromis.pleurospilus","414","Fish",0.013,0.0046,0.0072,0.0051,10,9,9
"Reproduction","juvenile","Female",0.666666667,1,0.45041816,"egg_offspring_quality","jjjjjjjj",NA,"Taborsky_2006","Simochromis.pleurospilus","Simochromis.pleurospilus","415","Fish",1.33,1.93,0.822192192,0.872066511,8,5,5
"Condition","juvenile","Female",0.666666667,1,0.036793299,"size_growth","jjjjjjjj",NA,"Taborsky_2006","Simochromis.pleurospilus","Simochromis.pleurospilus","416","Fish",6.26,6.97,0.39,0.51,4,4,4
"Reproduction","juvenile","Male",NA,0.675925926,0.139442231,"mating","kkkkkkkk","AU","Tigreros 2013","Pieris.rapae","Pieris.rapae","417","Insect",2.279,2.394,2.559716781,1.4862705,6,10,10
"Reproduction","juvenile","Male",NA,0.625,0.157894737,"mating","llllllll","AU","Tigreros 2013","Pieris.rapae","Pieris.rapae","418","Insect",1.767,2.394,1.35568728,1.4862705,13,10,10
"Reproduction","juvenile","Male",NA,0.640522876,0.152354571,"mating","mmmmmmmm","AU","Tigreros 2013","Pieris.rapae","Pieris.rapae","419","Insect",1.254,2.394,1.734594765,1.4862705,11,10,10
"Reproduction","juvenile","Male",NA,0.603960396,0.193393968,"mating","nnnnnnnn","AU","Tigreros 2013","Pieris.rapae","Pieris.rapae","420","Insect",1.882,2.394,1.723458152,1.4862705,17,10,10
"Reproduction","juvenile","Male",NA,0.60199005,0.194348425,"mating","oooooooo","AU","Tigreros 2013","Pieris.rapae","Pieris.rapae","421","Insect",1.537,2.394,1.767761013,1.4862705,11,10,10
"Condition","youngest","Mixed",NA,1,NA,"size_growth","rrrrrrrr",NA,"Urrejola et al 2011","Tenebrio.molitor","Tenebrio.molitor","424","Insect",-1.61,-1.146,2.19,1.916340262,36,40,40
"Reproduction","youngest","Female",NA,1,NA,"egg_offspring_quality","rrrrrrrr",NA,"Urrejola et al 2011","Tenebrio.molitor","Tenebrio.molitor","425","Insect",1.73,1.7,0.448998886,0.122474487,14,6,6
"Reproduction","youngest","Female",NA,1,NA,"egg_offspring_quantity","rrrrrrrr",NA,"Urrejola et al 2011","Tenebrio.molitor","Tenebrio.molitor","426","Insect",6.13,12,7.520731347,10.21437223,14,6,6
"Condition","juvenile","Mixed",0.666666667,0.41509434,0.458715596,"size_growth","ssssssss","AW","Van Allen et al 2010","Pseudacris.crucifer","Pseudacris.crucifer","427","Amphibian",0.21,0.241,0.01496663,0.012124356,3,3,3
"Condition","juvenile","Mixed",0.533333333,0.41509434,0.46728972,"size_growth","tttttttt","AW","Van Allen et al 2010","Pseudacris.crucifer","Pseudacris.crucifer","428","Amphibian",0.221,0.241,0.005196152,0.012124356,2,3,3
"Condition","juvenile","Mixed",0.333333333,0.41509434,0.458715596,"size_growth","uuuuuuuu","AW","Van Allen et al 2010","Pseudacris.crucifer","Pseudacris.crucifer","429","Amphibian",0.221,0.241,0.007071068,0.012124356,3,3,3
"Condition","juvenile","Mixed",0.2,0.41509434,0.476190476,"size_growth","vvvvvvvv","AW","Van Allen et al 2010","Pseudacris.crucifer","Pseudacris.crucifer","430","Amphibian",0.222,0.241,0.001732051,0.012124356,3,3,3
"Longevity","juvenile","Mixed",0.666666667,0.41509434,0.528,"survival","ssssssss","AX","Van Allen et al 2010","Pseudacris.crucifer","Pseudacris.crucifer","431","Amphibian",0.822,0.933,0.019052559,0.116047404,3,3,3
"Longevity","juvenile","Mixed",0.333333333,0.41509434,0.528,"survival","uuuuuuuu","AX","Van Allen et al 2010","Pseudacris.crucifer","Pseudacris.crucifer","432","Amphibian",0.944,0.933,0.096994845,0.116047404,3,3,3
"Reproduction","youngest","Mixed",0.979166667,1,0.765625,"egg_offspring_quantity","xxxxxxxx","AY","Vargas et al 2012a","Hippodamia.convergens","Hippodamia.convergens","433","Insect",10.3,17.1,2.653299832,5.047771786,13,13,13
"Reproduction","youngest","Mixed",0.75,1,0.798165138,"egg_offspring_quantity","yyyyyyyy","AY","Vargas et al 2012a","Hippodamia.convergens","Hippodamia.convergens","434","Insect",12.9,17.1,4.326661531,5.047771786,11,13,13
"Reproduction","youngest","Female",0.979166667,1,0.67032967,"egg_offspring_quantity","xxxxxxxx","AZ","Vargas et al 2012a","Hippodamia.convergens","Hippodamia.convergens","435","Insect",38.3,54.1,12.61942946,6.75499815,13,13,13
"Reproduction","youngest","Female",0.75,1,0.694444444,"egg_offspring_quantity","yyyyyyyy","AZ","Vargas et al 2012a","Hippodamia.convergens","Hippodamia.convergens","436","Insect",38.3,42.8,12.61942946,14.4222051,13,11,13
"Reproduction","youngest","Mixed",0.979166667,1,0.765625,"egg_offspring_quantity","xxxxxxxx","BA","Vargas et al 2012a","Hippodamia.convergens","Hippodamia.convergens","437","Insect",51,53,19.23642378,20.9121974,13,13,13
"Reproduction","youngest","Mixed",0.75,1,0.798165138,"egg_offspring_quantity","yyyyyyyy","BA","Vargas et al 2012a","Hippodamia.convergens","Hippodamia.convergens","438","Insect",61,53,21.63330765,20.9121974,11,13,13
"Reproduction","youngest","Mixed",0.979166667,1,0.765625,"egg_offspring_quantity","xxxxxxxx","BB","Vargas et al 2012a","Hippodamia.convergens","Hippodamia.convergens","439","Insect",91,104.8,59.36758375,67.42380885,13,13,13
"Reproduction","youngest","Mixed",0.75,1,0.798165138,"egg_offspring_quantity","yyyyyyyy","BB","Vargas et al 2012a","Hippodamia.convergens","Hippodamia.convergens","440","Insect",80.1,104.8,76.07713191,67.42380885,11,13,13
"Longevity","youngest","Female",0.979166667,1,0.791666667,"longevity","xxxxxxxx","BC","Vargas et al 2012a","Hippodamia.convergens","Hippodamia.convergens","441","Insect",143.5,142.2,55.05597152,71.02936013,13,13,13
"Longevity","youngest","Female",0.75,1,0.811965812,"longevity","yyyyyyyy","BC","Vargas et al 2012a","Hippodamia.convergens","Hippodamia.convergens","442","Insect",125.1,142.2,69.22658449,71.02936013,11,13,13
"Reproduction","youngest","Mixed",0.979166667,1,0.765625,"egg_offspring_quality","xxxxxxxx","BD","Vargas et al 2012a","Hippodamia.convergens","Hippodamia.convergens","443","Insect",168,178,7.296574539,13.70109485,13,13,13
"Reproduction","youngest","Mixed",0.75,1,0.798165138,"egg_offspring_quality","yyyyyyyy","BD","Vargas et al 2012a","Hippodamia.convergens","Hippodamia.convergens","444","Insect",174,178,20.55164227,13.70109485,11,13,13
"Reproduction","youngest","Mixed",0.75,1,0.861111111,"egg_offspring_quantity","aaaaaaaaa","BE","Vargas et al 2012b","Coleomegilla.maculata","Coleomegilla.maculata","445","Insect",15,14.9,4.795831523,3.487119155,15,19,19
"Reproduction","youngest","Mixed",0.979166667,1,0.820895522,"egg_offspring_quantity","zzzzzzzz","BE","Vargas et al 2012b","Coleomegilla.maculata","Coleomegilla.maculata","446","Insect",12.2,14.9,1.936491673,3.487119155,23,19,19
"Reproduction","youngest","Female",0.75,1,0.642857143,"egg_offspring_quantity","aaaaaaaaa","BF","Vargas et al 2012b","Coleomegilla.maculata","Coleomegilla.maculata","447","Insect",22.3,28.8,15.6920362,22.54040816,19,15,19
"Reproduction","youngest","Female",0.979166667,1,0.636363636,"egg_offspring_quantity","zzzzzzzz","BF","Vargas et al 2012b","Coleomegilla.maculata","Coleomegilla.maculata","448","Insect",22.3,35.2,15.6920362,13.26649916,19,23,19
"Reproduction","youngest","Mixed",0.75,1,0.861111111,"egg_offspring_quantity","aaaaaaaaa","BG","Vargas et al 2012b","Coleomegilla.maculata","Coleomegilla.maculata","449","Insect",35.2,38.7,20.62207555,18.74326546,15,19,19
"Reproduction","youngest","Mixed",0.979166667,1,0.820895522,"egg_offspring_quantity","zzzzzzzz","BG","Vargas et al 2012b","Coleomegilla.maculata","Coleomegilla.maculata","450","Insect",43.4,38.7,13.94274005,18.74326546,23,19,19
"Reproduction","youngest","Mixed",0.75,1,0.861111111,"egg_offspring_quantity","aaaaaaaaa","BH","Vargas et al 2012b","Coleomegilla.maculata","Coleomegilla.maculata","451","Insect",117.2,104.6,53.71331306,42.28131975,15,19,19
"Reproduction","youngest","Mixed",0.979166667,1,0.820895522,"egg_offspring_quantity","zzzzzzzz","BH","Vargas et al 2012b","Coleomegilla.maculata","Coleomegilla.maculata","452","Insect",102.5,104.6,31.75846344,42.28131975,23,19,19
"Longevity","youngest","Female",0.75,1,0.85915493,"longevity","aaaaaaaaa","BI","Vargas et al 2012b","Coleomegilla.maculata","Coleomegilla.maculata","453","Insect",142,129.2,50.35623099,40.97365007,15,19,19
"Longevity","youngest","Female",0.979166667,1,0.826086957,"longevity","zzzzzzzz","BI","Vargas et al 2012b","Coleomegilla.maculata","Coleomegilla.maculata","454","Insect",137.5,129.2,24.78709342,40.97365007,23,19,19
"Reproduction","youngest","Mixed",0.75,1,0.861111111,"egg_offspring_quality","aaaaaaaaa","BJ","Vargas et al 2012b","Coleomegilla.maculata","Coleomegilla.maculata","455","Insect",176,174,14.38749457,8.717797887,15,19,19
"Reproduction","youngest","Mixed",0.979166667,1,0.820895522,"egg_offspring_quality","zzzzzzzz","BJ","Vargas et al 2012b","Coleomegilla.maculata","Coleomegilla.maculata","456","Insect",172,174,7.745966692,8.717797887,23,19,19
"Reproduction","youngest","Mixed",0.979166667,1,0.723809524,"egg_offspring_quality","bbbbbbbbb","BK","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","457","Insect",0.164,0.185,0.016,0.017,10,10,10
"Reproduction","youngest","Mixed",0.75,1,0.717948718,"egg_offspring_quality","ccccccccc","BK","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","458","Insect",0.181,0.185,0.023,0.017,5,10,10
"Reproduction","youngest","Mixed",0.979166667,1,0.723809524,"egg_offspring_quality","bbbbbbbbb","BL","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","459","Insect",3.2,3.75,0.42,0.71,10,10,10
"Reproduction","youngest","Mixed",0.75,1,0.717948718,"egg_offspring_quality","ccccccccc","BL","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","460","Insect",3.2,3.6,0.42,0.55,10,5,10
"Reproduction","youngest","Mixed",0.979166667,1,0.723809524,"egg_offspring_quality","bbbbbbbbb","BM","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","461","Insect",3.43,3.72,0.29,0.41,10,10,10
"Reproduction","youngest","Mixed",0.75,1,0.717948718,"egg_offspring_quality","ccccccccc","BM","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","462","Insect",3.76,3.72,0.54,0.41,5,10,10
"Reproduction","youngest","Mixed",0.979166667,1,0.723809524,"egg_offspring_quality","bbbbbbbbb","BN","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","463","Insect",4.03,4.18,0.91,0.69,10,10,10
"Reproduction","youngest","Mixed",0.75,1,0.717948718,"egg_offspring_quality","ccccccccc","BN","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","464","Insect",4.59,4.18,0.65,0.69,5,10,10
"Reproduction","youngest","Mixed",0.979166667,1,0.723809524,"egg_offspring_quality","bbbbbbbbb","BO","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","465","Insect",5.41,5.1,0.61,0.11,10,10,10
"Reproduction","youngest","Mixed",0.75,1,0.717948718,"egg_offspring_quality","ccccccccc","BO","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","466","Insect",5.41,4.9,0.61,0.28,10,5,10
"Reproduction","youngest","Mixed",0.979166667,1,0.731481481,"egg_offspring_quantity","bbbbbbbbb","BP","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","467","Insect",10.7,17.3,2.944486373,5.264104862,12,13,13
"Reproduction","youngest","Mixed",0.75,1,0.685714286,"egg_offspring_quantity","ccccccccc","BP","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","468","Insect",13.3,17.3,4.237452065,5.264104862,10,13,13
"Reproduction","youngest","Mixed",0.979166667,1,0.731481481,"egg_offspring_quantity","bbbbbbbbb","BQ","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","469","Insect",21.2,35.5,15.93486743,27.40218969,12,13,13
"Reproduction","youngest","Mixed",0.75,1,0.685714286,"egg_offspring_quantity","ccccccccc","BQ","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","470","Insect",28.2,35.5,32.5714599,27.40218969,10,13,13
"Reproduction","youngest","Female",0.979166667,1,0.674157303,"egg_offspring_quantity","bbbbbbbbb","BR","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","471","Insect",38.2,52.7,11.79015267,15.10348304,13,12,13
"Reproduction","youngest","Female",0.75,1,0.690140845,"egg_offspring_quantity","ccccccccc","BR","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","472","Insect",38.2,41.8,11.79015267,11.51069068,13,10,13
"Reproduction","youngest","Mixed",0.979166667,1,0.731481481,"egg_offspring_quality","bbbbbbbbb","BS","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","473","Insect",45.2,73.4,36.5,25,10,10,10
"Reproduction","youngest","Mixed",0.75,1,0.685714286,"egg_offspring_quality","ccccccccc","BS","Vargas_et_al_2013","Hippodamia.convergens","Hippodamia.convergens","474","Insect",81.7,73.4,22.4,25,5,10,10
"Condition","youngest","Female",0.75,0.181818182,0.652173913,"stress_tolerance","jjjjjjjjj",NA,"Xie et al 2015","Cryptolaemus.montrouzieri","Cryptolaemus.montrouzieri","475","Insect",-17,-17.667,2.583279892,1.289703454,15,15,15
"Reproduction","youngest","Mixed",0.75,0.181818182,0.724137931,"egg_offspring_quantity","jjjjjjjjj","BT","Xie et al 2015","Cryptolaemus.montrouzieri","Cryptolaemus.montrouzieri","476","Insect",5.395,5.991,1.657636872,1.223862737,15,15,15
"Reproduction","youngest","Mixed",0.75,1,0.181818182,"egg_offspring_quantity","kkkkkkkkk","BT","Xie et al 2015","Cryptolaemus.montrouzieri","Cryptolaemus.montrouzieri","477","Insect",5.395,6.065,1.657636872,1.440749805,15,15,15
"Condition","youngest","Mixed",0.75,0.181818182,0.303030303,"stress_tolerance","jjjjjjjjj","BU","Xie et al 2015","Cryptolaemus.montrouzieri","Cryptolaemus.montrouzieri","478","Insect",9,9.22,1.93215165,0.87911319,10,10,10
"Condition","youngest","Mixed",0.75,1,0.27027027,"stress_tolerance","kkkkkkkkk","BU","Xie et al 2015","Cryptolaemus.montrouzieri","Cryptolaemus.montrouzieri","479","Insect",10.611,9.22,2.109239199,0.87911319,10,10,10
"Condition","youngest","Male",0.75,0.181818182,0.652173913,"size_growth","iiiiiiiii",NA,"Xie et al 2015","Cryptolaemus.montrouzieri","Cryptolaemus.montrouzieri","480","Insect",9.68,9.91,0.41,0.48,15,15,15
"Condition","youngest","Female",0.75,0.181818182,0.652173913,"size_growth","hhhhhhhhh",NA,"Xie et al 2015","Cryptolaemus.montrouzieri","Cryptolaemus.montrouzieri","481","Insect",11.22,11.09,0.37,0.38,15,15,15
"Condition","youngest","Mixed",0.75,0.181818182,0.652173913,"development_rate","jjjjjjjjj",NA,"Xie et al 2015","Cryptolaemus.montrouzieri","Cryptolaemus.montrouzieri","482","Insect",21.7,22.3,0.9,0.9,15,15,15
"Reproduction","youngest","Mixed",0.75,0.181818182,0.849056604,"egg_offspring_quality","jjjjjjjjj","BV","Xie et al 2015","Cryptolaemus.montrouzieri","Cryptolaemus.montrouzieri","483","Insect",81.562,79.453,3.628985395,5.445414585,15,15,15
"Reproduction","youngest","Mixed",0.75,1,0.526315789,"egg_offspring_quality","kkkkkkkkk","BV","Xie et al 2015","Cryptolaemus.montrouzieri","Cryptolaemus.montrouzieri","484","Insect",78.516,79.453,4.539136482,5.445414585,15,15,15
"Reproduction","youngest","Mixed",0.75,0.181818182,0.849056604,"egg_offspring_quantity","jjjjjjjjj","BW","Xie et al 2015","Cryptolaemus.montrouzieri","Cryptolaemus.montrouzieri","485","Insect",290.278,308.333,91.44500979,53.7918657,15,15,15
"Reproduction","youngest","Mixed",0.75,1,0.526315789,"egg_offspring_quantity","kkkkkkkkk","BW","Xie et al 2015","Cryptolaemus.montrouzieri","Cryptolaemus.montrouzieri","486","Insect",190.278,308.333,86.06543592,53.7918657,15,15,15
"Reproduction","youngest","Female",0.5,0.3,0.755555556,"egg_offspring_quantity","lllllllll",NA,"Zeller & Koella 2016","Aedes.aegypti","Aedes.aegypti","487","Insect",0.351,0.502,0.259229628,0.294793148,42,47,47
"Condition","youngest","Female",0.5,0.3,0.727272727,"size_growth","lllllllll",NA,"Zeller & Koella 2016","Aedes.aegypti","Aedes.aegypti","488","Insect",2.5,2.55,0.21,0.18,41,46,46
"Condition","youngest","Mixed",0.5,0.3,0.727272727,"development_rate","lllllllll",NA,"Zeller & Koella 2016","Aedes.aegypti","Aedes.aegypti","489","Insect",9.7,10.9,0.71,0.73,89,90,89
"Longevity","youngest","Mixed",0.5,0.3,0.755555556,"longevity","lllllllll",NA,"Zeller & Koella 2016","Aedes.aegypti","Aedes.aegypti","490","Insect",33.5,32.3,13.75,12.84,90,89,89
"Reproduction","youngest","Female",0.5,0.3,0.755555556,"egg_offspring_quantity","lllllllll",NA,"Zeller & Koella 2016","Aedes.aegypti","Aedes.aegypti","491","Insect",48,67,44.71711082,55.53080226,42,47,47
"Reproduction","youngest","Female",0.75,1,0.4,"egg_offspring_quantity","nnnnnnnnn",NA,"Zikovitz & Agrawal 2013","Drosophila.melanogaster","Drosophila.melanogaster","492","Insect",134.1,147.3,28.9,13.6,3,3,3
"Reproduction","youngest","Female",0.75,1,0.4,"egg_offspring_quantity","qqqqqqqqq",NA,"Zikovitz & Agrawal 2013","Drosophila.melanogaster","Drosophila.melanogaster","493","Insect",161.3,185.1,12.7,27.9,3,3,3
"Reproduction","youngest","Female",0.75,1,0.4,"egg_offspring_quantity","mmmmmmmmm",NA,"Zikovitz & Agrawal 2013","Drosophila.melanogaster","Drosophila.melanogaster","494","Insect",158.7,189.6,64.8,30.2,3,3,3
"Reproduction","youngest","Female",0.75,1,0.4,"egg_offspring_quantity","ooooooooo",NA,"Zikovitz & Agrawal 2013","Drosophila.melanogaster","Drosophila.melanogaster","495","Insect",179,191,38.5,24.5,3,3,3
"Reproduction","youngest","Female",0.75,1,0.4,"egg_offspring_quantity","ttttttttt",NA,"Zikovitz & Agrawal 2013","Drosophila.melanogaster","Drosophila.melanogaster","496","Insect",177.3,196.3,13.8,13.8,3,3,3
"Reproduction","youngest","Female",0.75,1,0.4,"egg_offspring_quantity","ppppppppp",NA,"Zikovitz & Agrawal 2013","Drosophila.melanogaster","Drosophila.melanogaster","497","Insect",174.2,237.4,36.8,31.8,3,3,3
"Reproduction","youngest","Female",0.75,1,0.4,"egg_offspring_quantity","uuuuuuuuu",NA,"Zikovitz & Agrawal 2013","Drosophila.melanogaster","Drosophila.melanogaster","498","Insect",202.2,265.5,36.8,11.9,3,3,3
"Reproduction","youngest","Female",0.75,1,0.4,"egg_offspring_quantity","rrrrrrrrr",NA,"Zikovitz & Agrawal 2013","Drosophila.melanogaster","Drosophila.melanogaster","499","Insect",203,271.2,36,46.7,3,3,3
"Reproduction","youngest","Female",0.75,1,0.4,"egg_offspring_quantity","sssssssss",NA,"Zikovitz & Agrawal 2013","Drosophila.melanogaster","Drosophila.melanogaster","500","Insect",176.8,287.1,22,44.4,3,3,3
"Longevity","youngest","Male",0.7,1,0.666666667,"longevity","da",NA,"Aldersley et al. 2019","Aedes.aegypti","Aedes.aegypti","501","Insect",0.85,0.95,0.070711,0.070711,2,2,2
"Reproduction","youngest","Male",0.7,1,0.222222222,"mating","da",NA,"Aldersley et al. 2019","Aedes.aegypti","Aedes.aegypti","502","Insect",0.775,0.675,0.106066,0.106066,2,2,2
"Reproduction","youngest","Male",0.7,1,0.222222222,"mating","db",NA,"Aldersley et al. 2019","Aedes.aegypti","Aedes.aegypti","503","Insect",0.675,0.625,0.035355,0.176777,2,2,2
"Reproduction","youngest","Male",0.7,1,0.3,"mating","da",NA,"Aldersley et al. 2019","Aedes.aegypti","Aedes.aegypti","504","Insect",0.527179,0.452628,0.074699,0.040143,2,2,2
"Reproduction","youngest","Male",0.7,1,0.3,"mating","db",NA,"Aldersley et al. 2019","Aedes.aegypti","Aedes.aegypti","505","Insect",0.503813,0.482613,0.046986,0.049843,2,2,2
