"theta","design","n1","n2","rho","true_lnM","true_var_delta","true_var_safe","replicates","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","med_var_delta","med_var_safe","trim_var_delta","trim_var_safe","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","boot_keep","boot_total"
0.6,"indep",3,7,0,NA,0.474561429798075,0.12356055272488,515,-0.486707307935949,-0.175284672025927,NA,NA,81.6752852920886,0.415113701853961,1.06093857454689,0.446658752706447,3.48221912431738,0.429118451461741,633.776262811552,247.294052995389,NA,NA,NA,NA,5911882,5150000
0.7,"indep",3,7,0,-2.48777198714249,0.565963399878417,0.135855238117489,522,-0.463412050949413,-0.149777398353794,2.02435993619308,2.3379945887887,2087.80122047235,0.410906441058948,0.974576521321606,0.445520522189301,2.80760843661901,0.425554947133244,396.075971913051,213.241471606137,2.15937776455846,2.36271263044969,0.46360153256705,0,5983357,5220000
0.8,"indep",3,7,0,-1.25109907344903,0.483188267341065,0.146598683044023,596,-0.372101484920913,-0.118367962192164,0.878997588528117,1.13273111125687,109.306597436903,0.401733306540864,0.759863522461272,0.433886175492708,2.07195396027986,0.415201944032112,328.808830910073,183.223515662436,1.12027421170441,1.18198909976567,0.697986577181208,0.672818791946309,6809310,5960000
0.9,"indep",3,7,0,-0.895165958618435,0.593533584067898,0.16071326266053,642,-0.380549758900735,-0.104394218882852,0.514616199717699,0.790771739735583,45303.6817246796,0.394203129329187,0.694586517721087,0.43091715976651,2.15063416460922,0.407793622711112,262.344140641449,153.739869355077,0.925979972752917,0.864162705623143,0.7601246105919,0.811526479750779,7310740,6420000
1,"indep",3,7,0,-0.669887172742499,0.468032542060463,0.17263917990677,687,-0.281390680892129,-0.0763642218616057,0.38849649185037,0.593522950880893,1023.94393383026,0.388304060507485,0.663989786915128,0.424235304882168,1.32228704910888,0.401460770927665,182.520322900553,132.543256487006,0.786308334029805,0.696452277917568,0.807860262008734,0.863173216885007,7907615,6870000
1.5,"indep",3,7,0,-0.0600088367288999,0.391503875191137,0.199084762874715,876,-0.00112262626389828,0.0947118487434096,0.0588862104650016,0.15472068547231,19.3466582126843,0.335329455710029,0.32587150053949,0.351475939163885,0.557049721174769,0.340291772498817,42.2845995848215,70.9280848946558,0.628111883936383,0.428832961215108,0.894977168949772,0.917808219178082,10164280,8760000
2,"indep",3,7,0,0.283197737460401,0.288122150117848,0.204169114357075,977,0.273189209545594,0.289900762803702,-0.0100085279148066,0.00670302534330086,4.92896863842951,0.283222362626629,0.219509127254014,0.281014329585868,0.297729623622854,0.280623271963374,3.33451402506755,37.4464854035592,0.536588683988558,0.433694649922912,0.905834186284544,0.929375639713408,11422877,9770000
3,"indep",3,7,0,0.724858093778693,0.154992902728638,0.162179186399264,999,0.772291238404728,0.745609775270266,0.0474331446260344,0.0207516814915729,0.164658696954994,0.171966015602051,0.119314198134484,0.14112902248503,0.130433965409884,0.158334514376971,-15.8452012230206,-2.37063220481777,0.396342853962289,0.400533727292255,0.912912912912913,0.925925925925926,11955144,9990000
4,"indep",3,7,0,1.02461388154167,0.105135898430345,0.114797498555562,1000,1.07174995235568,1.05446318285348,0.0471360708140132,0.0298493013118131,0.105458267718272,0.120756204463836,0.0928698266489732,0.107799758114423,0.0972056567649324,0.112035169283627,-7.5428486214601,-2.40626259865581,0.327494384232308,0.339961294628976,0.937,0.947,12073031,1e+07
5,"indep",3,7,0,1.25324864119018,0.0927116497031957,0.0979901085891719,1000,1.33038599072285,1.32315892327325,0.0771373495326619,0.0699102820830704,0.0855672696747744,0.0965319523352331,0.0803837177483629,0.0906804204901748,0.0825401597725103,0.0931209952138274,-10.9711022975517,-4.96898456941053,0.313957176612379,0.320592523340014,0.929,0.947,12093060,1e+07
0.2,"indep",6,14,0,NA,0.433839812167334,0.0683582213989443,365,-1.02994857391788,-0.616223240936592,NA,NA,940.940422814252,0.404650149846088,1.59358806989329,0.421791522606062,5.91081096533332,0.414798512493776,1262.4408824549,506.801206943312,NA,NA,NA,NA,4264583,3650000
0.3,"indep",6,14,0,NA,0.552475144831748,0.0948265110876771,424,-1.00977211847872,-0.580829329343648,NA,NA,5169.94968132152,0.394476220216941,1.69513733774812,0.424051351898377,6.45408247308011,0.408886906119923,1068.21227768457,331.194716994137,NA,NA,NA,NA,5012532,4240000
0.4,"indep",6,14,0,NA,0.44178786427686,0.0985963306042911,479,-0.896597791498909,-0.554923204191025,NA,NA,736.43202462954,0.388055205375802,1.11847940265338,0.411673766002211,3.66282656707361,0.398208070120043,729.091711939417,303.877170356594,NA,NA,NA,NA,5721904,4790000
0.5,"indep",6,14,0,-2.56198198970163,0.48455523403797,0.110741556799886,553,-0.875306761823152,-0.540148523155269,1.68667522787848,2.02183346654636,44612.575512771,0.382697908513966,1.04903627545307,0.412210055879268,3.2347400791857,0.396599643074329,567.568906898283,258.130817856388,1.82443205636638,2.04153485919785,0.537070524412297,0,6601065,5530000
0.6,"indep",6,14,0,-1.39883117989595,0.367126560021856,0.126576354651925,591,-0.711684624077461,-0.484379054639889,0.687146555818487,0.91445212525606,118.406788139609,0.365327790326785,0.735354352279026,0.392217201298269,1.53233234823949,0.376423154577118,317.385314793967,197.388209363631,0.915792418434458,0.959263228301628,0.739424703891709,0.759729272419628,7181587,5910000
0.7,"indep",6,14,0,-1.03592568620658,0.41793479516034,0.137654133614507,695,-0.695476712118119,-0.459088367919833,0.340448974088461,0.576837318286747,61.5215719562227,0.359981404629698,0.675164598035222,0.385059964943669,1.7394991777352,0.37087680765499,316.213054734494,169.426567816417,0.730232123430089,0.652726638515963,0.818705035971223,0.866187050359712,8465860,6950000
