"theta","design","n1","n2","rho","true_lnM","true_var_delta","true_var_safe","replicates","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","boot_keep","boot_total"
5,"indep",12,28,0,1.2604776827778,0.017769782330045,0.0179013209650878,1000,1.26976595286051,1.28036930588376,0.00928827008271593,0.0198916231059592,0.0181594565318824,0.0207673874249996,2.19290363044351,16.0103629531109,0.133560040838734,0.135200208261349,0.959,0.966,14855716,1e+07
0.2,"indep",60,140,0,-2.40823963982765,0.411113449660428,0.06913533641663,626,-1.93150685518279,-1.68744843797071,0.476732784644859,0.720791201856937,79890.4384438316,0.33985680163479,19432598.8109534,391.581901889812,0.798580532485869,0.767179805036907,0.801916932907348,0.845047923322684,7824951,6260000
0.3,"indep",60,140,0,-1.70418293557038,0.34540947246525,0.0948596322907758,829,-1.65972457172484,-1.54053108867096,0.0444583638455478,0.16365184689942,13770.8753426023,0.296632583983033,3986726.19915345,212.706866787926,0.589041051704018,0.348607419180111,0.897466827503016,0.945717732207479,10826712,8290000
0.4,"indep",60,140,0,-1.3434239967258,0.242038267645258,0.109470070264356,958,-1.40182709103581,-1.37426787741475,-0.058403094310002,-0.0308438806889428,5.11796751497966,0.245446974063627,2014.5282375268,124.213772285797,0.495173241928065,0.332125196057,0.92901878914405,0.957202505219207,13091525,9580000
0.5,"indep",60,140,0,-1.08976250011841,0.197155792198595,0.118296598044113,990,-1.15468522319915,-1.16633775843308,-0.0649227230807365,-0.0765752583146708,14.0708650081977,0.183796510331359,7036.92702166423,55.3692273236976,0.448521576856639,0.352194373488413,0.934343434343434,0.957575757575758,13831868,9900000
0.6,"indep",60,140,0,-0.891612283389109,0.110060735891531,0.0995209866698203,997,-0.94061255054052,-0.974555735979262,-0.049000267151411,-0.0829434525901531,0.290845369556455,0.132037549851275,164.25897228517,32.6730715495564,0.335188559113843,0.326038007829427,0.939819458375125,0.955867602808425,13664512,9970000
0.7,"indep",60,140,0,-0.728154080870475,0.0732680188060095,0.0725233638420869,1000,-0.764233596878277,-0.794727944229355,-0.0360795160078029,-0.0665738633588804,0.423369164194586,0.0886780916914362,477.836238912825,22.2752048354028,0.272940437206657,0.27727769430802,0.952,0.957,12967704,1e+07
0.8,"indep",60,140,0,-0.588673164605307,0.049207038226132,0.0551945267904874,1000,-0.619850853042599,-0.644296820858952,-0.0311776884372926,-0.055623656253645,0.052793157279949,0.0625311993548967,7.28781731860588,13.2923914580489,0.223897028663175,0.241315816718923,0.958,0.962,11959442,1e+07
0.9,"indep",60,140,0,-0.466851680175666,0.0382211547114077,0.0421872850009489,1000,-0.492379742427529,-0.509927603265355,-0.0255280622518638,-0.0430759230896894,0.0395781144725905,0.0450566898169815,3.5502845778173,6.80158681927052,0.19706500328326,0.209763278163688,0.961,0.969,10973462,1e+07
1,"indep",60,140,0,-0.358622366069503,0.0281106245874044,0.0302489381107973,1000,-0.375566309627802,-0.388172139681888,-0.0169439435582996,-0.0295497736123855,0.0307240783519397,0.0335264321037221,9.29703200442686,10.8350712376077,0.168432809114269,0.17632889239495,0.962,0.971,10319398,1e+07
1.5,"indep",60,140,0,0.053572318725664,0.0141275509548741,0.0144616846855739,1000,0.0501187634018719,0.0469483054092961,-0.00345355532379212,-0.00662401331636792,0.0138486849861069,0.0142532037188264,-1.97391585886313,-1.44160912978203,0.118850117577955,0.120378987175104,0.949,0.95,1e+07,1e+07
2,"indep",60,140,0,0.343588506786721,0.00850297662625997,0.00861554298174383,1000,0.34508189987087,0.344600470168328,0.00149339308414848,0.00101196338160719,0.00869764833704402,0.00886750515973526,2.28945367417381,2.92450723680824,0.0921775670786417,0.0927790467112474,0.958,0.959,1e+07,1e+07
3,"indep",60,140,0,0.750714194302349,0.00480702738768772,0.00483106192588609,1000,0.753447014003903,0.754699464882,0.00273281970155415,0.0039852705796507,0.00521391089027017,0.00531977634118012,8.46434750142269,10.1160867484511,0.0693519189627889,0.0695852947507822,0.948,0.948,1e+07,1e+07
4,"indep",60,140,0,1.03897616906418,0.00383201164687292,0.00384462436682786,1000,1.04017871035423,1.04200844564204,0.00120254129004072,0.00303227657786032,0.00404116931863021,0.0041430552281187,5.45816899925051,7.7622891813764,0.0618839699823816,0.0620481622911241,0.957,0.957,10004999,1e+07
5,"indep",60,140,0,1.26238790477649,0.00319397047680745,0.00319984688151804,1000,1.26577402388469,1.26784856798515,0.00338611910819786,0.00546066320865668,0.00348575468149433,0.00357969518325128,9.13546968594834,11.8708274426255,0.0565883584224312,0.056801988321844,0.957,0.959,1e+07,1e+07
0.2,"paired",5,5,0.8,NA,0.480038881747689,0.0816241880346712,139,-1.09083114010822,-0.626767353708739,NA,NA,1291.99272331378,0.448670493769105,269043.349099139,449.678354630033,NA,NA,NA,NA,1585038,1390000
0.3,"paired",5,5,0.8,NA,0.536315364314325,0.0879007639303743,211,-1.05392984284139,-0.623291325739828,NA,NA,8340.88514110725,0.440002802532245,1555120.24840199,400.567666147667,NA,NA,NA,NA,2427814,2110000
0.4,"paired",5,5,0.8,NA,0.502114747271653,0.0949768186149448,278,-1.0083589443906,-0.627039645213573,NA,NA,772.801062227963,0.439163456006832,153809.254095233,362.390152050986,NA,NA,NA,NA,3238348,2780000
0.5,"paired",5,5,0.8,NA,0.605981607132055,0.116668120166248,385,-0.970078331151767,-0.595003805997024,NA,NA,6420.32194218132,0.428959658956307,1059391.22326781,267.675126971322,NA,NA,NA,NA,4478029,3850000
0.6,"paired",5,5,0.8,NA,0.49669821463578,0.130458694703382,514,-0.874065163406577,-0.575262006022075,NA,NA,178.611222591116,0.418605611817148,35859.7069866837,220.872144833973,NA,NA,NA,NA,6010816,5140000
0.7,"paired",5,5,0.8,-1.55054639460591,0.468559570957448,0.14971329743333,624,-0.725222508897427,-0.513193358414063,0.825323885708482,1.03735303619185,51.6048444977717,0.397407834367674,10913.5077152139,165.445916415439,1.07189933787183,1.10705677089011,0.71474358974359,0.711538461538462,7404693,6240000
0.8,"paired",5,5,0.8,-1.06013176810005,0.461769150989121,0.138654561059859,742,-0.675026501041028,-0.487967996148854,0.385105267059018,0.572163771951191,199.336924315889,0.38560174480535,43068.0903518358,178.102459708398,0.780674636012693,0.682524048666431,0.834231805929919,0.863881401617251,8812578,7420000
0.9,"paired",5,5,0.8,-0.792372649921864,0.442881465565272,0.180610488045968,811,-0.578671588959542,-0.438816050812699,0.213701060962322,0.353556599109165,386.739699180893,0.369212253777997,87223.5231660184,104.424592266218,0.698572484406027,0.552621077998216,0.875462392108508,0.89272503082614,9748439,8110000
1,"paired",5,5,0.8,-0.601986402162968,0.404745330616533,0.177874884540846,877,-0.472785386381013,-0.376554846562104,0.129201015781955,0.225431555600864,10845.7984363499,0.349376858764483,2679559.92833788,96.417194966192,0.648827189539906,0.478007791581118,0.88939566704675,0.90193842645382,10614905,8770000
1.5,"paired",5,5,0.8,-0.0389807707348558,0.257688185564004,0.216722355878164,996,0.0413756386439828,0.0274452652565027,0.0803564093788386,0.0664260359913586,3.78854398063239,0.227530284028801,1370.20476407965,4.98699273863248,0.513698953682395,0.470018277739179,0.910642570281124,0.906626506024096,12802357,9960000
2,"paired",5,5,0.8,0.29389333245106,0.168658488642864,0.177213414890943,1000,0.37767588902041,0.358680947629,0.0837825565693505,0.0647876151779402,0.169669801704959,0.156570230885252,0.599621798008787,-11.648770505548,0.418938356968561,0.425715440824615,0.916,0.901,13112045,1e+07
3,"paired",5,5,0.8,0.729307511349758,0.140740561125938,0.140814741774795,1000,0.833011466973653,0.832616828636409,0.103703955623895,0.10330931728665,0.126552651924207,0.110457249113382,-10.0808957192056,-21.5584620465122,0.389042839513664,0.38903308608813,0.916,0.896,13170251,1e+07
4,"paired",5,5,0.8,1.02706186684777,0.122422897419344,0.120786771992244,1000,1.12566949700145,1.1298517310338,0.098607630153676,0.10278986418603,0.116821146057856,0.100828762734122,-4.57573826430519,-16.5233402043421,0.363350986301742,0.362259218515739,0.92,0.898,13169805,1e+07
5,"paired",5,5,0.8,1.25479963118919,0.108398758025649,0.106683293836864,1000,1.36399201254353,1.37025219315343,0.10919238135434,0.115452561964242,0.112472745412658,0.0969009450076172,3.7583340078909,-9.16952268478451,0.34671794792519,0.346274319878235,0.927,0.908,13169721,1e+07
0.2,"paired",10,10,0.8,NA,0.395549095449896,0.0518272340271341,135,-1.53793695043217,-1.07019678499493,NA,NA,335.261117192751,0.400763838501893,84658.4082606551,673.268815179436,NA,NA,NA,NA,1585542,1350000
0.3,"paired",10,10,0.8,NA,0.397252046309119,0.064851373563846,269,-1.42840840063045,-1.02901816709386,NA,NA,72.1904641453074,0.391496577696238,18072.4587238835,503.682784468414,NA,NA,NA,NA,3205253,2690000
0.4,"paired",10,10,0.8,NA,0.409985528679294,0.0631810242141724,430,-1.34922417243256,-1.01284245214177,NA,NA,248.600011256765,0.377154610100559,60536.2892996716,496.942855535345,NA,NA,NA,NA,5229523,4300000
0.5,"paired",10,10,0.8,-1.84443972705697,0.411498563021771,0.0853330213325476,617,-1.25717278142192,-0.971577299082942,0.587266945635046,0.872862427974026,479.563415541193,0.364649352309009,116440.72666004,327.325022148167,0.869318177651508,0.920371412195788,0.752025931928687,0.790923824959481,7585117,6170000
0.6,"paired",10,10,0.8,-1.26286432215413,0.387512915181785,0.126521525480258,761,-1.04736368422196,-0.866710860684794,0.215500637932172,0.396153461469334,27.1461930560473,0.329492055678838,6905.23569474138,160.423714010823,0.658364811283609,0.5322526031708,0.822601839684626,0.88173455978975,9708079,7610000
0.7,"paired",10,10,0.8,-0.965510768280782,0.316430506154979,0.127525558792116,866,-0.906936537694784,-0.793538181135768,0.0585742305859972,0.171972587145014,122.784067966935,0.304399853762226,38702.8542060981,138.697133849411,0.565239819412563,0.396172779693955,0.909930715935335,0.929561200923788,11312213,8660000
0.8,"paired",10,10,0.8,-0.757063866314888,0.266404838655949,0.130206514863626,954,-0.762885540383206,-0.696536009934819,-0.00582167406831824,0.0605278563800686,168.10434714091,0.271737155433299,63001.0862974642,108.697050003916,0.515906464574656,0.365696118991129,0.930817610062893,0.948637316561845,12843211,9540000
0.9,"paired",10,10,0.8,-0.593721751187363,0.217851163095582,0.141267632201882,981,-0.608805465564308,-0.577004085043649,-0.0150837143769456,0.016717666143714,6.00912684324182,0.23384133123195,2658.36344312072,65.5307217847131,0.466751123225581,0.376036047288853,0.935779816513762,0.941896024464832,13556956,9810000
1,"paired",10,10,0.8,-0.458145365937078,0.177237492415413,0.14652568224556,995,-0.462123164794772,-0.448587822120296,-0.00397779885769478,0.00955754381678153,0.282453458629262,0.196847038525644,59.3643956365855,34.3430281360179,0.420803026564787,0.38271368788843,0.932663316582915,0.939698492462312,14045688,9950000
1.5,"paired",10,10,0.8,0.0123463062951856,0.0789685139870135,0.0816946741847375,1000,0.0436048232356279,0.0614137044765667,0.0312585169404422,0.0490673981813811,0.0809107466195665,0.0971098693876809,2.45950257196481,18.8692780242746,0.28260686537015,0.289863052276145,0.949,0.956,14555823,1e+07
2,"paired",10,10,0.8,0.320926943086197,0.0654121201555278,0.0648780241294555,1000,0.362062654621893,0.388967022626457,0.0411357115356959,0.0680400795402595,0.0628300322547783,0.07474278520973,-3.9474150885344,15.2050886454104,0.258918625824641,0.263519635946111,0.936,0.951,14563125,1e+07
3,"paired",10,10,0.8,0.740802270462108,0.0558844270200509,0.0545571379244847,1000,0.785702832078893,0.817264945722637,0.044900561616785,0.0764626752605291,0.0527874830281325,0.0640427213803645,-5.54169409450554,17.3865122268863,0.240509049780946,0.245660581890049,0.938,0.944,14564899,1e+07
4,"paired",10,10,0.8,1.03343137973649,0.048228293089977,0.0469494798443569,1000,1.0763600600067,1.10894583196093,0.042928680270208,0.0755144522244386,0.0497091141782732,0.0608677342836117,3.07044059289754,29.6451728227777,0.223658079189259,0.229357718115763,0.944,0.948,14563624,1e+07
5,"paired",10,10,0.8,1.2588482363055,0.0502174539480212,0.0488450628367987,1000,1.31136992003767,1.34438469917731,0.0525216837321776,0.0855364628718134,0.0480825715434948,0.0590946101273527,-4.25127567545779,20.9837938479059,0.230056001347794,0.236881202830835,0.921,0.928,14562876,1e+07
0.2,"paired",20,20,0.8,NA,0.410927741314937,0.0363403642979363,253,-1.93322811025235,-1.48895180086184,NA,NA,1480.88032317706,0.356987929172856,360274.872340904,882.345488465917,NA,NA,NA,NA,3012462,2530000
0.3,"paired",20,20,0.8,NA,0.413258651609433,0.0628598997149243,453,-1.71961953857746,-1.41588303101873,NA,NA,2906.85479677579,0.333194959051327,703298.412944307,430.059641460451,NA,NA,NA,NA,5564370,4530000
0.4,"paired",20,20,0.8,-1.75327894865999,0.331429949823558,0.0771939701155447,706,-1.52368726500497,-1.33232161085501,0.22959168365502,0.420957337804977,199.671701038677,0.302777809072426,60145.5213069837,292.229870570493,0.619413305883969,0.504271465052688,0.861189801699717,0.907932011331445,9058718,7060000
0.5,"paired",20,20,0.8,-1.29513358272291,0.282608895772757,0.105789940095572,895,-1.28330245861826,-1.19003656908702,0.0118311241046578,0.105097013635894,137.797362378999,0.257037079782615,48659.0321607571,142.969302705345,0.531444359402734,0.341638875598737,0.916201117318436,0.94413407821229,12024499,8950000
0.6,"paired",20,20,0.8,-1.02011041426328,0.181658831663731,0.109761731443815,977,-1.05090525861086,-1.02583491004303,-0.0307948443475798,-0.00572449577975576,1.12038980737144,0.207392953065917,516.754934021266,88.948325010778,0.427107970842892,0.331182963954389,0.944728761514841,0.959058341862845,13738298,9770000
0.7,"paired",20,20,0.8,-0.817377860209195,0.137566797881348,0.110217878588739,991,-0.837780847445268,-0.836392323484356,-0.0204029872360729,-0.0190144632751608,0.428236249172886,0.154717385037656,211.293317695918,40.37412715496,0.371273839135393,0.332367581984402,0.943491422805247,0.953582240161453,14431454,9910000
0.8,"paired",20,20,0.8,-0.654666659991881,0.0878287388086226,0.0893494290671199,999,-0.64311961342505,-0.648463327950094,0.0115470465668315,0.00620333204178725,0.108995732779562,0.112172598961199,24.100305046008,25.5437221394377,0.296435754317146,0.298828498519812,0.941941941941942,0.945945945945946,14813945,9990000
0.9,"paired",20,20,0.8,-0.51781874475336,0.0670143937469671,0.0711640993547706,1000,-0.510364972011911,-0.509560942760541,0.00745377274144965,0.00825780199281956,0.0691117260559167,0.0847193704424322,3.12967437543155,19.047906473298,0.258849257447846,0.26676042912915,0.948,0.957,14929128,1e+07
1,"paired",20,20,0.8,-0.399253848108886,0.0559007951558252,0.058914803647455,1000,-0.399081871556472,-0.392958799163575,0.000171976552413522,0.00629504894531024,0.056275149231214,0.0686517241559549,0.669675761042932,16.527120359707,0.236315306183505,0.242683984813649,0.951,0.957,14959834,1e+07
1.5,"paired",20,20,0.8,0.0361603307898131,0.0350904681148655,0.0350216497112949,1000,0.0546791389191796,0.072870705142387,0.0185188081293665,0.036710374352574,0.0338949905101749,0.0407119128473647,-3.40684427684815,16.2478443562144,0.188144422987456,0.190615528346171,0.941,0.956,14971190,1e+07
2,"paired",20,20,0.8,0.333914686287828,0.0276367706361987,0.027309122466244,1000,0.3545647966679,0.375573772478891,0.0206501103800727,0.041659086191063,0.0281047630375208,0.0344754215040804,1.69336861923035,26.2414108937206,0.167438230175404,0.170344629519255,0.943,0.956,14971352,1e+07
3,"paired",20,20,0.8,0.746452048089074,0.0236808499756222,0.0232852780769666,1000,0.764390870523022,0.787060020640077,0.0179388224339473,0.0406079725510023,0.0244430036362301,0.0307261594147535,3.21843878658246,31.9553037468226,0.15485144647682,0.157832190105797,0.945,0.96,14971430,1e+07
4,"paired",20,20,0.8,1.03658596433312,0.0237112428006259,0.0233181524276662,1000,1.05788265707472,1.08115859330495,0.0212966927415987,0.0445726289718282,0.0231796789225503,0.0294384370978307,-2.24182208644763,26.2468679246775,0.155374002585874,0.159001740646758,0.929,0.946,14971270,1e+07
5,"paired",20,20,0.8,1.26086031145536,0.0227846120177352,0.0223867507808791,1000,1.28055528115051,1.30403293380167,0.0196949696951525,0.0431726223463129,0.0226161090427173,0.0288059811201863,-0.739547264999652,28.6742386250618,0.152150317899801,0.15565423010749,0.939,0.952,14971236,1e+07
0.2,"paired",100,100,0.8,-2.30258509299405,0.320971039539394,0.0796304558239102,801,-2.27321614884746,-2.14578670810278,0.0293689441465852,0.156798384891264,204.951402943166,0.250986565829299,63753.5499144343,215.189161273062,0.56695049299863,0.322671311904068,0.901373283395755,0.940074906367041,10460732,8010000
0.3,"paired",100,100,0.8,-1.67620360874636,0.141379596207017,0.090939784219691,996,-1.73848208921311,-1.75488885210267,-0.0622784804667478,-0.0786852433563052,24.3239046962639,0.136938102651735,17104.6782908103,50.5810727689018,0.380941278874467,0.311512193561497,0.951807228915663,0.964859437751004,13943950,9960000
0.4,"paired",100,100,0.8,-1.32963001846639,0.0445896016186709,0.0489547973573856,999,-1.35740186471256,-1.37731134563491,-0.027771846246168,-0.0476813271685241,0.0467029850256128,0.0555644735339126,4.73963285210641,13.5015903104946,0.212876120846696,0.226228429948092,0.963963963963964,0.970970970970971,12212315,9990000
0.5,"paired",100,100,0.8,-1.08141157530944,0.0274450506955362,0.0290686677187664,1000,-1.08275627135294,-1.09029910503882,-0.00134469604349863,-0.00888752972937423,0.0254722507450819,0.0275872281775299,-7.18818111265189,-5.09634481899599,0.165588084874154,0.17064169254827,0.946,0.953,10269158,1e+07
0.6,"paired",100,100,0.8,-0.885978420965938,0.0175576894716826,0.0180707778895788,1000,-0.894306847258348,-0.897286062211614,-0.00832842629241004,-0.0113076412456766,0.0180158648293072,0.0187986529905322,2.6095424364551,4.02791238651237,0.132700770407406,0.134835343520273,0.953,0.955,10004999,1e+07
0.7,"paired",100,100,0.8,-0.724084882418989,0.0144540317766323,0.0146842852738458,1000,-0.722712636439856,-0.723361684532446,0.00137224597913321,0.000723197886543403,0.0136743248600573,0.0141054619340921,-5.3943904968824,-3.9417876250654,0.120172629179372,0.121120287333523,0.943,0.945,1e+07,1e+07
0.8,"paired",100,100,0.8,-0.585591490751473,0.0111820228108159,0.011271393442251,1000,-0.58615718721018,-0.585534038883461,-0.000565696458707188,5.74518680114267e-05,0.0112532585037396,0.0115730865168411,0.637055514274265,2.67662624089806,0.105693712208856,0.106113737798298,0.946,0.947,1e+07,1e+07
0.9,"paired",100,100,0.8,-0.464434757040508,0.0099941557232551,0.0100552644097218,1000,-0.462783886705036,-0.461251425003855,0.00165087033547151,0.00318333203665261,0.00966309155614648,0.00992114459923196,-3.31257763312894,-1.33382678987709,0.0999344131938362,0.100276331944122,0.953,0.955,1e+07,1e+07
1,"paired",100,100,0.8,-0.356674943938733,0.00870699487798443,0.00873668548585861,1000,-0.35561980842836,-0.35349796309438,0.00105513551037234,0.00317698084435275,0.00854114442638961,0.00877884676245539,-1.90479555712355,0.482577479354451,0.0932705805388371,0.0934774946586511,0.956,0.956,1e+07,1e+07
1.5,"paired",100,100,0.8,0.0544272024560408,0.00629431365257764,0.00629406943324529,1000,0.0604489944675209,0.0638044556981143,0.00602179201148004,0.00937725324207345,0.00603139781424099,0.00622795463740784,-4.17703744758533,-1.05043003638043,0.0795253501592705,0.0798480321747382,0.947,0.947,1e+07,1e+07
2,"paired",100,100,0.8,0.3440673193682,0.00541085916799742,0.00540220923455917,1000,0.348995950746109,0.352745393925013,0.00492863137790878,0.00867807455681291,0.00519591759511373,0.00538654720680727,-3.9724111496925,-0.289918940045986,0.073686767577963,0.073973752124238,0.934,0.937,1e+07,1e+07
3,"paired",100,100,0.8,0.750926350877081,0.00440299835028059,0.00439062199521062,1000,0.756252012238851,0.760262279087034,0.00532566136176982,0.00933592820995299,0.00460682763165359,0.00478787701576372,4.6293290425605,9.04780737185844,0.0665353892366352,0.066883412956852,0.944,0.945,1e+07,1e+07
4,"paired",100,100,0.8,1.03909537988909,0.00444121700521782,0.00442876832045765,1000,1.04672807365518,1.05086329457165,0.00763269376608822,0.0117679146825569,0.00439907477536441,0.00458471263172113,-0.948889230224359,3.52116660840291,0.0670450132548237,0.0675486740662844,0.95,0.956,1e+07,1e+07
5,"paired",100,100,0.8,1.26246416206874,0.00420116957005398,0.00418800105834193,1000,1.26513876172303,1.26933291349035,0.0026745996542834,0.00686875142160992,0.0043089001101089,0.00449301074797546,2.56429878057833,7.28294203808755,0.0648392002093997,0.0650460821523899,0.954,0.963,1e+07,1e+07
