"theta","design","n1","n2","true_lnM","delta_mean","safe_mean","delta_bias","safe_bias","mean_var_delta","mean_var_safe","relbias_delta","relbias_safe","rmse_delta","rmse_safe","cover_delta","cover_safe","boot_keep","boot_total","mcse_bias_delta","mcse_bias_safe","mcse_varbar_delta","mcse_varbar_safe","mcse_cover_delta","mcse_cover_safe"
1.4,"paired",5,5,-0.12423067964925,-0.0569878997660158,-0.0493030052851151,0.067242779883234,0.0749276743641347,0.494568192827917,0.252447628531386,31.6855519937334,-32.7823628879597,0.529313262141802,0.617368371598328,0.914415781487102,0.874658573596358,1009422336,988500000,0.00528096597050426,0.00616390149938225,0.0168142173832065,0.00115977376809132,0.00281371667425089,0.0033302608991068
1.6,"paired",5,5,0.0384805205680643,0.0969425532378676,0.118660244247229,0.0584620326698033,0.0801797236791643,0.29423224786127,0.21493733341697,17.1847091853433,-14.3963005665626,0.476220342675067,0.507432511133078,0.92402649538338,0.896326776395022,1018278838,996400000,0.0047349502256977,0.00501987383505192,0.00888418906732957,0.00102331363502797,0.00265433927417456,0.00305386354121055
1.8,"paired",5,5,0.175328435806585,0.254285585877493,0.276150291450514,0.078957150070908,0.100821855643929,0.206234857400167,0.179435391556086,8.14900983833675,-5.90455866007602,0.442179807077948,0.448152950079098,0.923477043112934,0.901870561168351,1022280210,999700000,0.00435160310734547,0.00436752013180844,0.00403387142483622,0.000817810888652827,0.00265872902862381,0.00297534216602477
2,"paired",5,5,0.29389333245106,0.387898958142922,0.405173904130877,0.0940056256918628,0.111280571679817,0.17109391779559,0.1540022314975,2.11676256639024,-8.08434624009907,0.425377474389895,0.424162642954456,0.913691369136914,0.895089508950895,1022656515,999900000,0.00414901635005158,0.00409345935442988,0.00239540730567442,0.000619482979227173,0.00280833291892912,0.0030645337538371
2.5,"paired",5,5,0.53664724034191,0.6345597475218,0.64115873358298,0.0979125071798905,0.10451149324107,0.138705009902723,0.123104416117477,-2.97600001364486,-13.8885979959985,0.394050844301888,0.39225991439634,0.9173,0.9004,1022949536,1e+09,0.00381711644059622,0.00378099833603723,0.000307787017543638,0.000335401905512009,0.00275428230216149,0.00299465924605789
3,"paired",5,5,0.729307511349758,0.825434621432434,0.825959391847139,0.0961271100826758,0.0966518804973807,0.127049626281113,0.110643152854318,-5.16037869804307,-17.4074334296724,0.378191163293466,0.378537704466081,0.9194,0.9004,1023207679,1e+09,0.00365788893833456,0.00366009021690949,0.000209756861339905,0.000224995564618963,0.00272219837631279,0.00299465924605789
4,"paired",5,5,1.02706186684777,1.12634472417498,1.12203766823352,0.0992828573272102,0.0949758013857451,0.116988751786031,0.101059734559115,-5.85915084186518,-18.6772310855036,0.363632595021226,0.365072443940436,0.9203,0.9029,1023255020,1e+09,0.00349833984604833,0.00352519380271674,0.000163122391558813,0.000185751898522106,0.00270828192771727,0.00296093887137171
5,"paired",5,5,1.25479963118919,1.35718429911184,1.351061474385,0.102384667922658,0.0962618431958109,0.112539911192281,0.0971262950851798,-8.30708393808011,-20.865467830034,0.361381754760907,0.363303915306055,0.9165,0.8984,1022839603,1e+09,0.00346592217259629,0.00350336503932795,0.000155209140130916,0.000182149146264648,0.0027663649433869,0.0030212156493703
0.2,"paired",10,10,NA,-1.57206407014915,-2.06672506911974,NA,NA,6.05291510531261,0.404969151961549,360.795322090546,-69.1705752405032,NA,NA,NA,NA,142420864,140100000,NA,NA,0.198658828510373,0.0014335813311458,NA,NA
0.3,"paired",10,10,NA,-1.4599920969192,-1.87802562573384,NA,NA,5.08695010987774,0.391292144105362,300.401351511659,-69.2008177883531,NA,NA,NA,NA,274279367,269600000,NA,NA,0.134759772829449,0.00131069408679319,NA,NA
0.4,"paired",10,10,NA,-1.36018886918339,-1.70535099753123,NA,NA,4.07104485457249,0.378882921501974,237.335227180742,-68.6049746525838,NA,NA,NA,NA,439027485,431300000,NA,NA,0.0982507119964049,0.00113474503444958,NA,NA
0.5,"paired",10,10,-1.84443972705697,-1.23356307812996,-1.50652192959772,0.610876648927005,0.337917797459245,3.10714667959446,0.360494918928315,178.301431508498,-67.7111310360204,0.889278028588752,1.10926803693858,0.752512155591572,0.692382495948136,628529204,6.17e+08,0.00822803871882231,0.0134518053893791,0.0718959715869973,0.00108179608112445,0.00549403111029811,0.00587538026291367
0.6,"paired",10,10,-1.26286432215413,-1.07946880433612,-1.26703927048733,0.18339551781801,-0.00417494833320653,2.15155308090063,0.335529146408005,150.975473281209,-60.8610231060907,0.627060614884868,0.925841173042148,0.868170556787065,0.808579997392098,781565870,766900000,0.00684780423919124,0.0105728244839,0.0531884408542787,0.00108463923762186,0.00386313038705882,0.00449247621866127
0.7,"paired",10,10,-0.965510768280782,-0.911362936726904,-1.02998414865335,0.054147831553877,-0.0644733803725646,1.41186887149956,0.302966161058661,105.692209053733,-55.861496634247,0.570034713925405,0.830950061310427,0.903200271401108,0.854234988126201,901390128,884300000,0.00603472934891352,0.00881025437644625,0.0402436838993287,0.00109350763483562,0.00314433845435125,0.00375245516051533
0.8,"paired",10,10,-0.757063866314888,-0.767527670575796,-0.840137652255373,-0.0104638042609085,-0.083073785940485,0.921985579210108,0.270779423614188,68.0373660192853,-50.6488364434827,0.533567820951463,0.74533367500971,0.928699504271701,0.883978483282354,966490051,948100000,0.00547900796746265,0.00760732653456393,0.0301769238201794,0.00108315910700086,0.00264275442244814,0.00328899371091494
0.9,"paired",10,10,-0.593721751187363,-0.603251141650148,-0.634417181782476,-0.00952939046278511,-0.0406954305951134,0.490069747750476,0.232759255529811,50.7401724412471,-28.4057616759391,0.458728475588136,0.571604642930625,0.937863483318029,0.91786552392613,999049324,980100000,0.00463285741853687,0.00575942660968074,0.0186710162080147,0.00102816442749379,0.00243841752164316,0.00277342917490598
1,"paired",10,10,-0.458145365937078,-0.456763581615267,-0.46975609464769,0.00138178432181052,-0.011610728710612,0.2834200862557,0.195694481324114,24.5105329072425,-14.0285909916458,0.412248792802113,0.477220423038492,0.935182393729273,0.934277962013868,1014154018,995100000,0.00413280974225978,0.00478276347383159,0.0120158014128343,0.000929084877454026,0.00246809170299902,0.00248404923944063
1.2,"paired",10,10,-0.2390179004715,-0.212320416070402,-0.219117810306041,0.0266974844010983,0.0199000901654588,0.122571745717806,0.138497787879883,12.9270466724887,27.5999298562327,0.330356989153936,0.330039088402516,0.941470735367684,0.953576788394197,1018316873,999500000,0.0032937528361427,0.00329537468660122,0.00297817661494573,0.000637346310168818,0.00234800245723066,0.00210452470052222
1.4,"paired",10,10,-0.0639166857549427,-0.0358151142396485,-0.0498650159784871,0.0281015715152942,0.0140516697764556,0.0890872369815107,0.107518277227414,6.76905857063161,28.8582475746746,0.29547840687166,0.289185571711298,0.9425,0.9592,1019048662,1e+09,0.00294153774835731,0.00288858424459841,0.000377130724296713,0.000392936486682596,0.00232795511125107,0.00197826590730367
1.6,"paired",10,10,0.0827572192387867,0.117908663357498,0.0974761443829014,0.0351514441187118,0.0147189251441147,0.0755288602739859,0.0901336525683912,-2.02651347302255,16.9183298080041,0.282469331518997,0.278028883208416,0.9346,0.9571,1019320990,1e+09,0.00280287629660484,0.00277652880865562,0.000182363940703067,0.000237334596294214,0.00247230337944193,0.00202631660902239
1.8,"paired",10,10,0.209355167429093,0.244504248943785,0.219908034129311,0.0351490815146922,0.0105528667002185,0.0678624506183492,0.0806167894028,-2.66572934314908,15.6276604767468,0.266536161070742,0.26424499109337,0.9344,0.9566,1019513516,1e+09,0.00264221589829172,0.00264047390490391,0.000116047289266121,0.000151701814094023,0.00247581582513724,0.00203755834272298
2,"paired",10,10,0.320926943086197,0.359016494398369,0.332020022412594,0.038089551312172,0.0110930793263969,0.0629438910307606,0.074925227674717,-1.27110936851509,17.5218831803899,0.254184833689629,0.252727043680884,0.9379,0.9588,1019528485,1e+09,0.00251327340935864,0.00252496094279694,8.6147866873984e-05,0.000113598992575373,0.00241337087908179,0.0019875250941812
2.5,"paired",10,10,0.553455545741402,0.594694517651667,0.564705597271964,0.0412389719102649,0.0112500515305615,0.0561409745719973,0.0675172508713148,-5.16594615697639,14.0510055850889,0.244299856609402,0.243556596422559,0.9341,0.9533,1019506188,1e+09,0.00240806075279981,0.00243308799509374,5.95992342114092e-05,8.99053007273284e-05,0.00248107214727827,0.00210995521279481
3,"paired",10,10,0.740802270462108,0.784215187933166,0.752956491139678,0.0434129174710585,0.0121542206775704,0.052785396417634,0.0639404624519505,-5.39852831503889,14.5934720336924,0.237498276735253,0.236515947820479,0.9363,0.9577,1019436015,1e+09,0.00233508463806203,0.00236215258308955,5.1974345487058e-05,8.42532149390673e-05,0.00244217751197574,0.00201272725424982
4,"paired",10,10,1.03343137973649,1.07664977736027,1.04399417367918,0.0432183976237832,0.0105627939426931,0.0496729792848087,0.0608302003694033,-7.79529891840173,12.9151205051614,0.232989006494982,0.232333138410314,0.93,0.9543,1019483909,1e+09,0.0022895695967428,0.00232104506285195,4.94289067674494e-05,8.44763161879036e-05,0.00255147016443461,0.00208833689810816
5,"paired",10,10,1.2588482363055,1.30390036932913,1.27070129780143,0.045052133023636,0.0118530614959371,0.0482488047578203,0.0593863278717154,-7.36777763102703,14.0150011321854,0.229471330302256,0.228520682860513,0.9269,0.953,1019477248,1e+09,0.00225016577137566,0.00228224486131125,4.93787256351812e-05,8.49673472896121e-05,0.00260300576257526,0.00211638843315683
0.2,"paired",20,20,NA,-1.92268313065976,-2.35555315086064,NA,NA,5.16524685140681,0.356463503131726,295.842749420589,-72.6821394587702,NA,NA,NA,NA,222662079,218800000,NA,NA,0.150135383342406,0.00112107823214254,NA,NA
0.3,"paired",20,20,NA,-1.74805513444817,-2.06742789135847,NA,NA,3.8318294948537,0.336605929256322,256.777450511285,-68.658990326072,NA,NA,NA,NA,475022223,4.66e+08,NA,NA,0.0905614581242406,0.000990360215990204,NA,NA
0.4,"paired",20,20,-1.75327894865999,-1.5392912574086,-1.74233635269971,0.213987691251387,0.01094259596028,2.38417660960894,0.304761649823941,159.311291352613,-66.8530692516268,0.633730188482793,0.95886351290141,0.854874344103839,0.793289146644573,740006574,724200000,0.00700999759342451,0.0112675433406276,0.058654489830284,0.00096931429590439,0.0041389862085656,0.00475847876911805
0.5,"paired",20,20,-1.29513358272291,-1.31142187624103,-1.41578832054747,-0.0162882935181135,-0.120654737824556,1.33770850825232,0.262983851916219,108.48128830425,-59.0140812348291,0.538016268361336,0.810018626860274,0.921682703065563,0.855336764376818,916598347,893800000,0.00568853467168357,0.00847280143256037,0.0388175354407679,0.000988867623032482,0.00284183846555767,0.00372072422437942
0.6,"paired",20,20,-1.02011041426328,-1.05768417169654,-1.08653806193344,-0.0375737574332626,-0.0664276476701646,0.568664280509379,0.207838430743729,69.1115399066691,-38.1922194174497,0.445023513345867,0.583647045594834,0.938945420906568,0.909343200740055,1003109119,972900000,0.00449591074460132,0.00587905131744505,0.0222588705442457,0.000959478449182116,0.00242742149451887,0.00291091819768463
0.7,"paired",20,20,-0.817377860209195,-0.835863341100288,-0.834534669069354,-0.0184854808910927,-0.0171568088601589,0.22444359396234,0.154422565829987,35.7781807310716,-6.58136112480037,0.358423418314478,0.406914503598233,0.942529890485281,0.941525168290968,1032913504,995300000,0.00358808588368895,0.00407531902993777,0.0110875782609596,0.000825240344259822,0.00233287557585804,0.00235192492772022
0.8,"paired",20,20,-0.654666659991881,-0.662956454998003,-0.657932613434317,-0.00828979500612226,-0.00326595344243574,0.109730564385502,0.113961730780448,17.866098843606,22.4109681726147,0.296787899672591,0.30512128389722,0.949369621773064,0.95717430458275,1042187459,999400000,0.00296775992768524,0.00305210646787491,0.00515464636970872,0.000624429643248295,0.002193075477676,0.00202524726856432
0.9,"paired",20,20,-0.51781874475336,-0.515532415562626,-0.515922639270832,0.00228632919073435,0.00189610548252828,0.0690357166304292,0.0854574120280081,10.0234841898678,36.1950404817883,0.258473630630847,0.250486860114032,0.9504,0.9665,1046015988,1e+09,0.00258476442712807,0.002504922084785,0.000452030092622783,0.000428947784456505,0.00217117111255654,0.00179938183829892
1,"paired",20,20,-0.399253848108886,-0.391288424227594,-0.397815239290838,0.00796542388129201,0.0014386088180478,0.0558392207407625,0.0680002603354996,6.21712839016957,29.349806225861,0.235693965014666,0.229276334505686,0.949,0.9665,1047403910,1e+09,0.00235571107187151,0.0022928328559129,0.000273829536261604,0.000277262807017626,0.00219997727260988,0.00179938183829892
1.2,"paired",20,20,-0.200238783298563,-0.187096290179925,-0.200917543029673,0.013142493118638,-0.000678759731110562,0.0425608146638265,0.0506687350929487,2.67397310823585,22.2335706083973,0.206029125515621,0.203589548864787,0.9475,0.9711,1047965442,1e+09,0.00205619802999849,0.00203598597566604,8.95801941497811e-05,0.000113285440469192,0.00223033069296909,0.001675254905977
1.4,"paired",20,20,-0.0362853464174178,-0.0191799954807134,-0.0365234842875207,0.0171053509367044,-0.000238137870102927,0.0359997099887247,0.0430202976658804,-1.18473846784546,18.0860058699517,0.191976050890705,0.190860523677143,0.9419,0.9629,1047993766,1e+09,0.0019122203762038,0.00190869918848571,5.25348289643725e-05,6.03615921245626e-05,0.00233932447514234,0.00189006851727656
1.6,"paired",20,20,0.103507084692163,0.121822128561975,0.102685427823134,0.0183150438698118,-0.000821656869028839,0.0322683645834159,0.0389126413889292,-4.58110923079214,15.0662925179624,0.18438783074264,0.18388822272613,0.9385,0.962,1047990883,1e+09,0.00183485143741451,0.00183895582045556,3.59675020648507e-05,4.22006442617672e-05,0.00240245187256686,0.0019119623427254
1.8,"paired",20,20,0.225537809680109,0.242326223117904,0.221991023748409,0.0167884134377951,-0.00354678593169913,0.0298358071818642,0.0363374463096663,-4.2655257491753,16.5963533974053,0.176561646554442,0.176563383825382,0.9412,0.9623,1047993291,1e+09,0.00175770457511013,0.00176536583556942,2.62602657865502e-05,3.32175660043591e-05,0.00235249994686504,0.00190469708877816
2,"paired",20,20,0.333914686287828,0.352421931231532,0.331390992932124,0.0185072449437045,-0.00252369335570363,0.0281582574377999,0.0345479091065863,-1.95810523577472,20.2894915082714,0.169568101620456,0.169481959847341,0.9433,0.9655,1047990732,1e+09,0.0016856353205303,0.00169471642906172,2.11059898054007e-05,2.91433045167804e-05,0.00231268480342653,0.00182509588789192
2.5,"paired",20,20,0.561652450629241,0.579531915100034,0.55737919331516,0.0178794644707928,-0.00427325731408046,0.0257076749714627,0.0320116319160019,-2.45425999750372,21.4656061818206,0.162176865894349,0.162388755068374,0.9426,0.9671,1047993254,1e+09,0.00161196336830128,0.001623406372195,1.6229086439656e-05,2.66470500558891e-05,0.00232605330979322,0.00178374858093847
3,"paired",20,20,0.746452048089074,0.768858629665395,0.746186914954947,0.0224065815763206,-0.000265133134127016,0.0243905907108333,0.0306365758768848,-3.75514330805518,20.8914080745499,0.159531653371733,0.159184684408994,0.9408,0.9643,1047990464,1e+09,0.00157958186265996,0.001591924234302,1.54536476800605e-05,2.69623389776822e-05,0.00235998644063901,0.00185541127516246
4,"paired",20,20,1.03658596433312,1.05744450717879,1.03422182180626,0.0208585428456676,-0.0023641425268599,0.0231680299420927,0.0293964124660877,-3.51692837337277,22.4211198198769,0.155038570396874,0.154970066348718,0.9432,0.9671,1047992444,1e+09,0.00153636714118255,0.00154959780419287,1.56147262257687e-05,2.75975849146073e-05,0.00231460061349685,0.00178374858093847
5,"paired",20,20,1.26086031145536,1.2816855406286,1.25822898806937,0.0208252291732454,-0.00263132338598848,0.0226017265602304,0.0288185315582083,-4.88110720204794,21.2821864106148,0.15420858086034,0.154162580300058,0.9391,0.9648,1047989744,1e+09,0.00152803570422798,0.00154147829882084,1.61027191894445e-05,2.83032982707929e-05,0.00239146795922504,0.00184284996676344
0.2,"paired",100,100,-2.30258509299405,-2.27438485449,-2.39736238754075,0.0282002385040494,-0.0947772945467067,1.80412285888459,0.252613996700382,143.362583423723,-65.924274755875,0.549038931768323,0.866155007749649,0.895956547978274,0.817018708509354,847682092,828500000,0.00602433996682845,0.00945931950414163,0.0478938558121049,0.000911624342811699,0.00335432079082914,0.0042478883028869
0.3,"paired",100,100,-1.67620360874636,-1.72698151107899,-1.70368665978238,-0.0507779023326247,-0.0274830510360142,0.244251999520591,0.135230761393619,56.2674649701449,-13.4821073709083,0.339627172806078,0.396287027795305,0.950020112630732,0.932421560740145,1029698956,994400000,0.00336770967939004,0.00396464423787006,0.0128738583803916,0.000799257677131987,0.00218516119029621,0.00251726927252768
0.4,"paired",100,100,-1.32963001846639,-1.34367938562973,-1.32454511659814,-0.0140493671633413,0.0050849018682535,0.0492640881989574,0.0539616412486809,16.3230003888164,27.4149232317329,0.210877736727288,0.205846390722628,0.9542,0.9543,1029001465,1e+09,0.0021041973000603,0.00205793866424801,0.00284496299014519,0.000352155719970796,0.00209051094232965,0.00208833689810816
0.5,"paired",100,100,-1.08141157530944,-1.08921106352026,-1.08150741391354,-0.00779948821081233,-9.58386040936787e-05,0.0256689152592954,0.0277945196573631,7.78390048526356,16.709323729606,0.159068551138284,0.154313946467131,0.9541,0.9623,1006397087,1e+09,0.00158885167320684,0.00154321632980808,8.48962094801009e-05,0.000111110791429738,0.00209268225012781,0.00190469708877816
0.6,"paired",100,100,-0.885978420965938,-0.889740005830593,-0.88678620367104,-0.00376158486465517,-0.000807782705101956,0.0178735902448908,0.0186380865161603,3.54151127286744,7.97022974549446,0.133303349548739,0.13138178012974,0.9522,0.9586,1000299731,1e+09,0.00133256929355067,0.00131385866293704,4.10992715583809e-05,4.5824956558437e-05,0.00213342822705616,0.00199213553755762
0.7,"paired",100,100,-0.724084882418989,-0.723602031070642,-0.723005445301665,0.000482851348347246,0.00107943711732461,0.0136682942415953,0.0140979755941916,1.03986908966431,4.21619430254132,0.117217412640002,0.116307510833457,0.9489,0.954,1e+09,1e+09,0.00117222279396328,0.00116308317218718,2.37344836768043e-05,2.51629564976735e-05,0.0022020170299069,0.00209485083001153
0.8,"paired",100,100,-0.585591490751473,-0.584506583151959,-0.585194657108643,0.00108490759951418,0.000396833642829497,0.0112472687195696,0.0115603229457332,0.903487061075325,3.71201452198187,0.106086222542775,0.10557274176686,0.9497,0.9531,1e+09,1e+09,0.00106085979339388,0.00105577274937983,1.54987556651206e-05,1.60982052993467e-05,0.0021856328602947,0.00211424667434999
0.9,"paired",100,100,-0.464434757040508,-0.460537168674941,-0.462058284462403,0.00389758836556664,0.00237647257810514,0.00963497367813605,0.00989389938336459,0.0132095560326562,2.70091703521649,0.0985198283186541,0.0981752787660602,0.948,0.9521,1e+09,1e+09,0.0009844762348745,0.000981514192917761,1.0722064194569e-05,1.10096696573678e-05,0.00222027025382047,0.00213554653426237
1,"paired",100,100,-0.356674943938733,-0.353682989269351,-0.355768935692623,0.00299195466938118,0.000906008246109979,0.00853251518534355,0.00876447361309753,1.61921197302879,4.38175409886659,0.0918520779762093,0.0916326269526851,0.9517,0.9554,1e+09,1e+09,0.00091807926157465,0.000916327295622073,7.9098648166505e-06,8.06529599277603e-06,0.00214399416976819,0.0020642393272099
1.2,"paired",100,100,-0.171245154473388,-0.16927730299241,-0.172051548414163,0.00196785148097828,-0.000806393940774752,0.00715934558326931,0.0073662674949623,-0.322079780144724,2.5588463555728,0.0848247169908455,0.084749105710934,0.947,0.9512,1e+09,1e+09,0.000848061282046524,0.000847495067567056,4.82509093943908e-06,4.8752575006599e-06,0.00224033479640879,0.00215449669296567
1.4,"paired",100,100,-0.0152296037423545,-0.0122988811644711,-0.0154954933070567,0.00293072257788344,-0.000265889564702216,0.00632396452449781,0.00652125692496795,0.638351384127889,3.77802458232768,0.0793112430922441,0.079267230201171,0.9474,0.952,1e+09,1e+09,0.000792610394660973,0.000792707478938604,3.05161620006651e-06,3.08010752828401e-06,0.00223233599621562,0.00213766227454198
1.6,"paired",100,100,0.11950845023525,0.123472051442983,0.120023340816244,0.00396360120773374,0.000514890580994173,0.0058032806485389,0.00599559916195082,-1.06282194078375,2.21591850929419,0.0766530772104012,0.0765852486693092,0.9504,0.9533,1e+09,1e+09,0.000765543608706036,0.000765873472814269,2.19870323493183e-06,2.23138300715031e-06,0.00217117111255654,0.00210995521279481
1.8,"paired",100,100,0.238117089498186,0.241754721812406,0.23813914123513,0.00363763231422057,2.205173694389e-05,0.00544908599665763,0.00563863619369421,-1.77584006956256,1.64095476171511,0.0745112243760332,0.0744785087900284,0.9457,0.9513,1e+09,1e+09,0.000744260983363595,0.000744822297300624,1.67313436466155e-06,1.73764806951978e-06,0.00226608715631151,0.00215240121724552
2,"paired",100,100,0.3440673193682,0.346912611350242,0.343169689760155,0.00284529198204131,-0.000897629608045014,0.00519938533052793,0.00538754836482352,-1.42731140811866,2.13998260935306,0.0726123389525326,0.0726288481785513,0.9493,0.9532,1e+09,1e+09,0.000725601996961999,0.00072626932442183,1.38005070332783e-06,1.46560299677617e-06,0.00219384388687983,0.00211210227025113
2.5,"paired",100,100,0.568114576119708,0.572817889781645,0.568894178595395,0.00470331366193755,0.000779602475687424,0.0048132884766415,0.00499972378522921,-0.67240752104013,3.17489364217824,0.0696883691170094,0.0696131861106802,0.9461,0.9507,1e+09,1e+09,0.000695329498432029,0.00069612301267153,1.14913774009769e-06,1.2714592149891e-06,0.00225820260384227,0.00216493671962947
3,"paired",100,100,0.750926350877081,0.755399133347158,0.751368415038782,0.0044727824700771,0.00044206416170034,0.00460756181022167,0.00479387297674443,-0.000638028783472855,4.04293176968495,0.0679381917130528,0.0678772853728113,0.9488,0.9547,1e+09,1e+09,0.000677941864423966,0.000678792398895259,1.15706717167199e-06,1.29647209810795e-06,0.00220405444578849,0.00207961318518613
4,"paired",100,100,1.03909537988909,1.04203640132244,1.03790836383222,0.0029410214333514,-0.00118701605687077,0.00440563413280173,0.00459181850962278,2.82583552630291,7.17130851191239,0.0654266269684678,0.0654640365291798,0.951,0.9555,1e+09,1e+09,0.000653637602308401,0.000654565468652851,1.24959299475816e-06,1.39765250977514e-06,0.0021586801523153,0.00206203176503176
5,"paired",100,100,1.26246416206874,1.26583907149918,1.26166563236701,0.00337490943043806,-0.000798529701729223,0.00430969764709025,0.00449536583230452,-1.97354193135806,2.24958369437493,0.0662939925596324,0.0663073276874842,0.9467,0.9515,1e+09,1e+09,0.000662113421553735,0.00066305834598028,1.32491234330212e-06,1.47593694445472e-06,0.00224631053062572,0.00214820273717357
